Code	Presentation	Form	Dosage	Amount	Route 	Agent	Manufacturer	Country
7555	10ml	Eye drops solution	0.4%	10	Ophtalmic	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal
7558	Flacon 14ml	Solution pour application locale		14	Topical	Pharmamedic S.A.R.L.	Laboratoires Chemineau	France
7559	100	Tablet		100	Oral	Medicapharm S.A.L.	Mediphar Laboratories	Lebanon
7560	30g	Topical Gel	1%		Topical	Pharmapro	Mediphar Laboratories	Lebanon
7562	30	Tablet, film coated	5mg	30	Oral	Picomed SARL	Pharma International Co	Jordan
7569	30	Tablet, film coated	20mg	30	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
7570	50	Tablet	10mg	50	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
7571	14	Capsule, hard, gastro-resistant	40mg	14	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
7573	14	Tablet, controlled release	25mg	14	Oral	Omnipharma	AstraZeneca AB	Sweden
7576	1	Tablet	150mg	1	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7579	10 Vials	Injectable lyophilisate for solution for infusion	200mg		Infusion	Mediterranean Pharmaceutical Company	Thymoorgan Pharmazie GmbH	Germany
7582	14	Capsule, delayed release	30mg	14	Oral	Century Pharma SAL	Takeda Pharmaceutical Company Ltd, Osaka	Japan
7583	14	Capsule, delayed release	60mg	14	Oral	Century Pharma SAL	Takeda Pharmaceutical Company Ltd, Osaka	Japan
7585	30	Tablet, film-scored	400mg	30	Oral	Mersaco	Delpharm Dijon	France
7586	1Vial	Concentrate for solution for infusion	100mg/4ml	4	Infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
7587	1Vial	Injectable powder for concentrate for solution for infusion	100mg		Infusion	Mersaco	Haupt Pharma Wolfratshausen GmbH	Germany
7589	30	Capsule	10,000IU	30	Oral	Medi M SAL	Benta SAL	Lebanon
7591	20	Capsule	100mg	20	Oral	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
7594	5	Ampoule	75mg	10	IM	Mectapharm S.A.L.	Haupt Pharma Wulfing GmbH	Germany
7595	20	Capsule, prolonged release	100mg	20	Oral	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
7596	60	Tablet	660mg	60	Oral	Venus Drugstore	Pharmalab 1982 Inc	Canada
7597	5x3ml	Ampoule		15	IM	Mectapharm S.A.L.	Haupt Pharma Wulfing GmbH	Germany
7598	10	Vial	1g		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
7600	30	Tablet, film coated	5mg	30	Oral	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7602	30	Tablet, film coated		30	Oral	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7603	30	Tablet, film coated	300mg	30	Oral	Sadco	Dar Al Dawa	Jordan
7604	30	Tablet, film coated		30	Oral	Sadco	Dar Al Dawa	Jordan
7605	28	Capsule, gastro-resistant	20mg	28	Oral	Darapharma S.A.L.	Arrow Génériques	France
7606	28	Capsule, gastro-resistant	40mg	28	Oral	Darapharma S.A.L.	Arrow Génériques	France
7609	30	Tablet, film coated	15mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7610	30	Capsule	10,000IU	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7611	20	Tablet		20	Oral	Ecopharm	Laborate Pharmaceuticals India Ltd	India
7612	50g	Gel			Topical	Ecopharm	Laborate Pharmaceuticals India Ltd	India
7613	30	Capsule, delayed release	30mg	30	Oral	Ecopharm	Laborate Pharmaceuticals India Ltd	India
7614	10 Vials x 100ml	Injectable solution for IV infusion	10mg/ml	1000	Infusion	Raymond Georges Abou Adal & Co	Solupharm Pharmazeutische Erzeugnisse GmbH, Germany for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7615	1Vial	Injectable sterile lyophilised powder for solution for IV infusion	0.5g		Infusion	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7617	1 Vial of sterile powder + 1 ampoule of 10ml solvent WFI 	Sterile powder and solvent for IV injectable solution	1g	10	IV	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7618	1 Vial of sterile powder + 1 ampoule of 5ml solvent WFI 	Sterile powder and solvent for IV injectable solution	0.5g	5	IV	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7622	28	Tablet, gastroresistant	20mg	28	Oral	Qualipharm	Laboratorios Alter SA	Spain
7624	6 Ampoules x 3ml	Injection		18	IM	Laurel Pharm SARL	Denver Farma SA	Argentine
7626	30	Comprimés sécables	2mg	30	Oral	Darapharma S.A.L.	BTT	France
7628		Powder for solution for injection or infusion	2g		Infusion/IV	Benta Trading Co s.a.l.	CSL Behring GmbH	Germany
7629	1 Vial	Injectable concentrate for solution for infusion	420mg/14ml		Infusion	Omnipharma	Roche Diagnostics  GmbH 	Germany
7630	15g	Cream	1%		Topical	Omnipharma	Meda Manufacturing	France
7631	30	Tablet, film coated	150mg	30	Oral	Omnipharma	Delpharm Milano SRL	Italy
7632	30	Tablet, film coated	100mg	30	Oral	Omnipharma	Delpharm Milano SRL	Italy
7633	5Vials x 5ml	Injectable solution for IV injection	25,000IU/5ml	25	Infusion/IV	Wellpharm	Fisiopharma SRL	Italy
7635	30	Tablet	0.3g	30	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer Bitterfeld GmbH	Germany
7637	30	Capsule	340mg	30	Oral	Macromed S.A.R.L.	Adare Pharmaceuticals SAS	France
7638	1Vial	Concentrate for solution for infusion	200mg/8ml	8	Infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
7639	100	Capsule, hard, prolonged release	0.5mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
7640	100	Capsule, hard, prolonged release	1mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
7641	100	Capsule, hard, prolonged release	3mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
7642	100	Capsule, hard, prolonged release	5mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
7643	1Vial	Injectable lyophilised powder	500mg		Infusion	Mediterranean Pharmaceutical Company	Laboratorios Richmond S.A.C.I.F.	Argentine
7644	56	Tablet, coated	500mg	56	Oral	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
7645	50Cartridges x 1.8ml	Injectable solution		90	Intraoral	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
7646	1Vial	Injectable powder	300units		IM/SC	Droguerie de l'Union	Ipsen Biopharm Ltd	UK
7647	30	Tablet	10mg	30	Oral	Droguerie de l'Union	Algorithm S.A.L. (Packager), Macleods Pharmaceuticals Ltd, Baddi, India	Lebanon
7648	30	Tablet	15mg	30	Oral	Droguerie de l'Union	Algorithm S.A.L. (Packager), Macleods Pharmaceuticals Ltd, Baddi, India	Lebanon
7650	30	Tablet	1mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7651	12	Tablet, orodispersible	2mg	12	Oral	Droguerie Columbus	Catalent UK Swindon Zydis Ltd	UK
7653	30Ampoules	Injectable solution	0.3mg/ml		SC	Mecapharma SAL	Novartis Pharma Stein AG	Switzerland
7654	30Ampoules	Injectable solution	0.6mg/ml		SC	Mecapharma SAL	Novartis Pharma Stein AG	Switzerland
7655	30Ampoules	Injectable solution	0.9mg/ml		SC	Mecapharma SAL	Novartis Pharma Stein AG	Switzerland
7658	60	Tablet	5mg	60	Oral	Droguerie Fattal  S.A.L.	Pfizer Pharmaceuticals LLC	USA
7659	5 Ampoules	Injectable IM			IM	Droguerie Phenicia	Laboratorios Casasco S.A.I.C.	Argentine
7660	30g	Gel			Topical	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon
7661	30g	Gel			Topical	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon
7662	5ml	Eye Drops solution	0.3%	5	Ophtalmic	Pharmamedic S.A.R.L.	Bruschettini SRL	Italy
7663	30	Tablet, enteric coated	10mg	30	Oral	Mediterranean Pharmaceutical Company	Emcure Pharmaceuticals Ltd	India
7664	20	Tablet, gastroresistant	50mg	20	Oral	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
7665	30	Tablet, prolonged release	75mg	30	Oral	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
7666	20	Tablet, film coated		20	Oral	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
7668	10	Capsule	15mg	10	Oral	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan
7669	500	Capsule	500mg	500	Oral	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan
7670	1Vial	IV	150mg/15ml	15	Infusion 	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany
7671	1Vial	IV	450mg/45ml	45	Infusion 	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany
7674	30	Tablet, film coated		30	Oral	Sadco	Dar Al Dawa	Jordan
7675	30	Tablet, film coated	150mg	30	Oral	Sadco	Dar Al Dawa	Jordan
7676	30	Tablet, film coated		30	Oral	Sadco	Dar Al Dawa	Jordan
7677	5	Capsule	400mg	5	Oral	Sadco	Dar Al Dawa	Jordan
7678	5Ampoules x 4ml	Injectable solution	8mg/4ml	20	IV	Bellapharma S.A.R.L.	Pharmathen SA	Greece
7679	5Ampoules x 2ml	Injectable solution	4mg/2ml	10	IV	Bellapharma S.A.R.L.	Pharmathen SA	Greece
7680	30	Tablet	5mg	30	Oral	Pharmapro	Mediphar Laboratories	Lebanon
7681	1	Vaginal suppository	300mg	1	Vaginal	Spephal S.A.L.	Mediphar Laboratories (Packing) under license from Ferrer Internacional SA, Spain	Lebanon
7685	200ml	Mouthwash Solution		200	Oral gingival	Mersaco	Pierre Fabre Medicament Production	France
7687	30g	Cream			Topical	Ecopharm	Laborate Pharmaceuticals India Ltd	India
7688	30	Tablet, film coated	25mg	30	Oral	Nobel Pharm Plus SARL	Genepharm SA	Greece
7689	60	Tablet	100mg	60	Oral	Bellapharma S.A.R.L.	Synthon Hispania SL	Spain
7694	30	Tablet, film coated	2.5mg	30	Oral	Darapharma S.A.L.	Haupt Pharma Munster GmbH	Germany
7697	30g	Cream	11.5%		Topical	Premium Serve Drugstore Co. P.S.D. SAL	Pella Pharmaceuticals Co Ltd	Jordan
7698	4	Tablet, film coated	20mg	4	Oral	New Pharmahealth SARL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
7703	20g	Topical Cream		20	Rectal	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals (MUP)	Egypt
7706	10	Tablet, film coated		10	Oral	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals (MUP)	Egypt
7707	5 x 20ml	Injectable solution for infusion	10mg/ml	100	Infusion	Sadco	Aesica Pharmaceuticals GmbH	Germany
7708	200ml	Syrup	10mg/ml	200	Oral	Sadco	Aesica Pharmaceuticals GmbH	Germany
7709	10	Tablet, effervescent		10	Oral	Khalil Fattal & Fils S.A.L.	Bayer Bitterfeld GmbH	Germany
7710	28	Tablet	2.5mg	28	Oral	Droguerie Phenicia	Normon SA	Spain
7711	28	Tablet	5mg	28	Oral	Droguerie Phenicia	Normon SA	Spain
7712	28	Tablet	10mg	28	Oral	Droguerie Phenicia	Normon SA	Spain
7713	5Ampoules	Injectable solution IV/IM	10mg/2ml	10	IV/IM	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7715	1Vial	Injectable concentrate for solution for infusion	30mg/5ml	5	Infusion	PharmaLab SARL	S.C. Sindan-Pharma S.R.L.	Romania
7716	1Vial	Injectable concentrate for solution for infusion	100mg/16.7ml	16.7	Infusion	PharmaLab SARL	S.C. Sindan-Pharma S.R.L.	Romania
7717	1Vial	Injectable concentrate for solution for infusion	300mg/50ml	50	Infusion	PharmaLab SARL	S.C. Sindan-Pharma S.R.L.	Romania
7718	250ml	Disinfectant Solution			Topical	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
7724	30	Tablet, film coated	5mg	30	Oral	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7726	1Vial x 25ml	Injectable solution	50mg/25ml	25	Infusion	Drugstore 3U S.A.R.L.	Thymoorgan Pharmazie GmbH	Germany
7727	30	Tablet	160mg	30	Oral	Darapharma S.A.L.	BTT	France
7728	12	Tablet, film coated	2.5mg	12	Oral	Darapharma S.A.L.	Generis Farmaceutica SA	Portugal
7729	20ml	Solution	0.01g/ml	20	Topical	Khalil Fattal & Fils S.A.L.	Kvp Pharma+ Veterinar Produkte GmbH	Germany
7730	200ml	Syrup	20mg/ml	200	Oral	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy
7731	20	Tablet	400mg	20	Oral	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy
7732	20	Capsule	25mg	20	Oral	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7733	30	Tablet, prolonged release	50mg	30	Oral	Mersaco	Astellas Pharma Europe BV	The Netherlands
7734	30	Tablet, enteric coated	20mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7735	5Ampoules x 10ml	IV Solution for injection	10%	50	Infusion	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
7738	20	Tablet, film coated		20	Oral	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals (MUP)	Egypt
7742	50ml	Spray	10%	50	Topical	C. Catafago & Co	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia
7743	5Tubes x 5g	Cream		25	Topical	C. Catafago & Co	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia
7744	40	Comprimés à sucer		40	Oral	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium
7745	200ml	Oromucosal Solution	0.074%	200	Oral gingival	Pharmamedic S.A.R.L.	Laboratorios Atral SA	Portugal
7746	50	Tablet	5mg	50	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
7748	6Ampoules x 3ml	Injection solution  for IM use	400mg/3ml	18	IM	Droguerie Pentamed	Laboratorio Italiano Biochimico Farmaceutico Lisapharma SpA	Italy
7750	1Vial	Sterile lyophilized powder for solution for IV  infusion	40mg		Infusion 	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7752	30	Capsule		30	Oral	Omnipharma	The United Pharmaceutical Manufacturing Co Ltd	Jordan
7753	1Vial	Injectable powder for concentrate for solution for infusion	100mg		Infusion	Omnipharma	F. Hoffmann La Roche Ltd, Kaiseraugst	Switzerland
7754	1Vial	Injectable powder for concentrate for solution for infusion	160mg		Infusion	Omnipharma	F. Hoffmann La Roche Ltd, Kaiseraugst	Switzerland
7755	4	Tablet, film coated	20mg	4	Oral	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan
7760	3 x 1ml	Oral ampoules	100,000IU	3	Oral	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium
7761	3	Vaginal Ovule	150mg	3	Vaginal	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
7762	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7763	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7764	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7765	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7766	28	Tablet, film coated		28	Oral	Sadco	Berlin Chemie AG	Germany
7767	28	Tablet, film coated	40mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7768	28	Tablet, film coated	20mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7769	28	Tablet, film coated	10mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7770	28	Tablet, chewable	4mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7771	28	Tablet, chewable	5mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7772	28	Tablet, film coated	10mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7773	14	Tablet, gastroresistant	40mg	15	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7774	14	Tablet, gastroresistant	20mg	14	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7775	14	Tablet, gastroresistant	20mg	14	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7776	28	Tablet, gastroresistant	10mg	28	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7777	30	Capsule		30	Oral	Pharmamedic S.A.R.L.	Mediphar Laboratories (Packing) under license from Laboratoires Elerte, France	Lebanon
7778	30	Tablet, enteric coated	10mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
7779	1Vial x 10ml	Injectable powder for solution+solvent	1,000mg	10	Infusion/IV	Mectapharm S.A.L.	Labesfal Laboratorios Almiro SA	Portugal
7781	28	Capsule, hard, gastro-resistant	20mg	28	Oral	Qualipharm	Laboratorios Liconsa SA	Spain
7787	10Vials x 1ml	Injection USP	1%	10	Infusion/IV/IM/SC	Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada
7788	20	Capsule	35mg	20	Oral	Droguerie de l'Union	Algorithm S.A.L. under license from Iroko Pharmaceuticals Inc, British Virgin Islands	Lebanon
7789	20	Capsule	18mg	20	Oral	Droguerie de l'Union	Algorithm S.A.L. under license from Iroko Pharmaceuticals Inc, British Virgin Islands	Lebanon
7790	30	Capsule, delayed release	30mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7791	30	Capsule, delayed release	60mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7792	60	Tablet	24mg	60	Oral	Darapharma S.A.L.	Catalent Germany Schorndorf GmbH	Germany
7793	1Vial	Sterile lyophilized powder for IV injection or infusion	40mg		Infusion/IV	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
7798	4	Tablet, film coated	20mg	4	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7806	120 metered sprays	Aqueous Nasal Spray	0.05%	120	Nasal	C. Catafago & Co	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia
7809	5Amp x 1ml	Injectable solution	1mg/ml	5	IV/SC	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
7811	28	Tablet, film coated	30mg	28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
7812	28	Tablet, film coated	40mg	28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
7817	16	Tablet		16	Oral	Mersaco	Sanofi Winthrop Industrie	France
7818	3.5ml	1Vial powder & 1Amp solvent for IM	1g/3.5ml	3.5	IM	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7819	2ml	1Vial powder & 1Amp solvent for IM	0.5g/2ml	2	IM	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7820	28	Tablet, film coated	Tablet, film coated	28	Oral	Qualipharm	Industria Quimica Y Farmaceutica Vir SA	Spain
7824	1 Vial		50mg		Infusion	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
7825	30g	Gel	1%		Topical	Medicapharm S.A.L.	Dr August Wolff GmbH & Co Arzneimittel	Germany
7826	2	Tablet	0.5mg		Oral	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon
7827	8	Tablet	0.5mg		Oral	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon
7832	28	Tablet	50mg	28	Oral	Khalil Fattal & Fils S.A.L.	Novartis Farmaceutica SA   	Spain
7836	1Vial	Injectable powder for solution for injection or infusion, IV	40mg		Infusion/IV	Droguerie Phenicia	Normon SA	Spain
7837	14	Capsule, hard	200mg	14	Oral	Droguerie Phenicia	Normon SA	Spain
7838	28	Tablet, film coated	2.5mg	28	Oral	Droguerie Phenicia	Normon SA	Spain
7839	5ml	Eye drops solution	0.3%	5	Ophtalmic	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy
7840	10	Tablet, enteric coated	20mg	10	Oral	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon
7841	28	Tablet	40mg	28	Oral	Century Pharma SAL	Takeda Pharmaceutical Company Ltd, Osaka	Japan
7842	28	Tablet	80mg	28	Oral	Century Pharma SAL	Takeda Pharmaceutical Company Ltd, Osaka	Japan
7843	28	Tablet		28	Oral	Century Pharma SAL	Takeda Pharmaceutical Company Ltd, Osaka	Japan
7844	28	Tablet		28	Oral	Century Pharma SAL	Takeda Pharmaceutical Company Ltd, Osaka	Japan
7846	30	Suppository	1g	30	Rectal	Meksapharma SARL	Dr Falk Pharma GmbH	Germany
7847	5	Tablet, film coated	500mg	5	Oral	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia
7849	28	Tablet, film coated	14mg	28	Oral	Mersaco	Sanofi Winthrop Industrie	France
7850	1Ampoule	Solution for injection	4mg/2ml	2	IV/IM	Droguerie Solupharm SAL	Vianex SA- Plant A	Greece
7851	1Ampoule	Solution for injection	8mg/4ml	4	IV/IM	Droguerie Solupharm SAL	Vianex SA- Plant A	Greece
7852	1	Tablet, film coated	1.5mg	1	Oral	Medi Drug S.A.R.L.	Pharmadex licensed by Orbucell pharma  Canada	Lebanon
7853	30	Tablet, film coated	20mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7855	30	Tablet, extended release	50mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7856	30	Tablet, extended release	200mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7857	20	Capsule	75mg	20	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7858	60	Capsule	150mg	60	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7861	30	Tablet, film coated	10mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7862	30	Tablet, film coated	20mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7864	30	Tablet, film coated	10mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7865	Pack of 10Vials	Powder for solution for injection or infusion	200mg		Infusion/IV	Alfamed S.A.L.	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany
7866	1Vial	Powder for solution for  infusion	500mg		Infusion	Alfamed S.A.L.	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany
7867	1Vial	Powder for solution for  infusion	1,000mg		Infusion	Alfamed S.A.L.	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany
7868	10Vials	Freeze dried	500mg		Infusion/IV/IM	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
7869	20g	Cream	0.01g/g	20	Topical	Khalil Fattal & Fils S.A.L.	GP Grenzach Produktions GmbH	Germany
7870	56	Tablet, film coated	2.5mg	56	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany
7871	28	Tablet, film coated	100mg	28	Oral	Droguerie de l'Union	MSD Ltd	UK
7872	28	Tablet, film coated	30mg	28	Oral	Droguerie de l'Union	Frosst Iberica S.A.	Spain
7875	30g	Gel	4%		Topical	Premium Serve Drugstore Co. P.S.D. SAL	Pella Pharmaceuticals Co Ltd	Jordan
7877	10ml	Spray	0.14mg/dose	10	Nasal	Omnipharma	Madaus GmbH	Germany
7878	100	Tablet, film coated		100	Oral	Sadco	H. Lundbeck AS	Denmark
7879	60	Comprimé pelliculé		60	Oral	Mersaco	Chinoin Private Co Ltd	Hungary
7882	28	Gélule	150mg	28	Oral	Biopharm	SA Laboratoires Pharmaceutiques Trenker	Belgium
7884	30	Tablet	100mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
7889	30	Tablet, film coated	80mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
