Code	UnitQuantity1	UnityType1	UnitQuantity2	UnityType2	PackageQuantity1	PackageType1	PackageQuantity2	PackageType2	PackageQuantity3	PackageType3	Description
8832	5	ml			10	Pre-filled syringe					10 prefilled syringes of 0.5 ml each
8833	30	Pill									30 Pills
8834	6	ml			1	vial					1 Vial of 6 ml
8835	4	ml			1	vial					1 Vial of 4 ml
8836	30	Pill									30 Pills
8838	18	Pill									18 Pills
8839	10	Pill									10 Pills
8840	80	ml									80 ml
8841	40	ml									40 ml
8842	60	Pill									60 Pills
8843	60	Pill									60 Pills
8844	20	Pill									20 Pills
8847	100	ml									100 ml 
8848	0.5	ml			1	syringe					1 syringe of 0.5 ml
8849					1 	pre-filled syringe	1	vial			1 pre-filled syringe with 1 vial
8850					1 	vial 	1	pre-filled syringe 			1 vial and 1 prefilled syringe
8851					1	vial 	1	pre-filled syringe 			2 vial and 1 prefilled syringe
8852					1	vial 	1	pre-filled syringe 			1 vial and 1 prefilled syringe
8853	100	ml			2	vial					2 vials of 50 ml each
8854	9	ml			3	Pre-filled pen					3 Prefilled pens of 3 ml each
8856	100	ml			10	ampule					10 ampules of 10 ml each
8857	20	ml			10	ampule					10 ampules of 2 ml each
8858					1	vial					1 Vial
8859	10	Pill									10 Pills
8862					5	vial					5 Vials
8863	25	ml			5	ampule					5 ampules of 5 ml each
8864	5	ml			5	ampule					5 ampules of 1 ml each
8865	100	ml			10	ampule					10 ampules of 10 ml each
8868					1	vial					1 Vial
8869	40	Pill									40 Pills
8870		g			5						5 g
8871	20	ml			10	ampule					10 Ampules of 2 ml each
8876	10	ml			1	vial					1 vial of 10 ml
8877	6	Pill									6 Pills
8879	30	ml									30 ml
8880	60	ml									60 ml
8881	28	Pill									28 Pills
8882	56	Pill									56 Pills
8883	14	Pill									14 Pills
8886	30	Pill									30 Pills
8887	5	g									5 g
8888	28	Pill									28 Pills
8889	28	Pill									28 Pills
8892	30	Pill									30 Pills
8893					30	Packet / Sachet					30 Packet / Sachets
8894					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
8895					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
8896					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
8897					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
8898	30	Pill									30 Pills
8899	20	ml			1	vial					1 Vial of 20 ml
8900	5	ml			1	vial					1 Vial of 5 ml
8901					1	vial					1 Vial
8903	30	Pill									30 Pills
8904	30	Pill									30 Pills
8905	30	Pill									30 Pills
8906	50	ml			10	ampule					10 ampules of 5 ml each
8907	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
8908	0.72	ml			1 	Cartridge					1 cartridge and 3 pen needles of 0.72 ml
8909	0.36	ml			1 	Cartridge					1 cartridge and 3 pen needles of 0.36 ml
8910					1	vial 	1	Applicator			1 vial with baxject II device
8911					1 	vial 	1	 applicator			1 vial with baxject II device
8912					10	vial					10 Vials
8913	5	ml									5 ml 
8914	9	ml			30	non stated					30 single doses of 0.3 ml each
8915	5	ml									5 ml 
8918	10	Pill									10 Pills
8919	14	Pill									14 Pills
8920	15	Pill									15 Pills
8921					1	Pre-filled syringe					1 Pre-Filled Syringe
8922	100	ml			10	ampule					10 ampules of 10 ml each
8923	28	Pill									28 Pills
8924	30	Pill									30 Pills
8925					1	vial					1 Vial
8926					1	vial					1 Vial
8927	5	ml									5 ml 
8928		g			30						30 g
8929	30	Pill									30 Pills
8931		g			30						30 g
8932		g			30						30 g
8933		g			30						30 g
8938	30	Pill									30 Pills
8939	30	Pill									30 Pills
8942	50	ml			5	vial					5 vials of 10 ml each
8943	250	ml			5	vial					5 vials of 50 ml each
8944	1	dose			1	prefilled autoinjector					1 Prefilled Autoinjector of 1 dose
8947	0.5 - 0.7	ml - ml			1	vial	1	vial			1 vial of 0.5 ml and 1 vial of 0.7 ml
8948	15	ml			5	Pen					5 Pens of 3 ml each
8949	28	Pill									28 Pills
8950	28	Pill									28 Pills
8951	28	Pill									28 Pills
8952	20	Pill									20 Pills
8953		ml			100						100 ml 
8957	5	g									5 g
8958	20	ml			5	ampule					5 Ampules of 4 ml each
8959	10	ml			5	ampule					5 Ampules of 2 ml each
8960	28	Pill									28 Pills
8961	28	Pill									28 Pills
8962	10	ml			5	ampule					5 Ampules of 2 ml each
8963	0.3	ml			1	applicator					1 autoinjector of 0.3 ml 
8964	0.3	ml			1	applicator					1 autoinjector of 0.3 ml
8965	30	Pill									30 Pills
8971	30	Pill									30 Pills
8972	30	Pill									30 Pills
8973	30	g									30 g
8975	10	ml									10 ml 
8976	10	ml									10 ml 
8978	10	ml									10 ml 
8979	30	Pill									30 Pills
8980					1	vial					1 Vial
8981	100	ml			1	vial					1 vial of 100 ml
8982	1	ml			1	Pre-filled syringe					1 prefilled syringe of 1 ml
8983	5	ml			1	vial					1 Vial of 5 ml
8984	15	ml			1	vial					1 Vial of 15 ml
8985	10	ml			1	vial					1 Vial of 10 ml
8986	2.5	ml			1	vial					1 Vial of 2.5 ml
8987	5	ml			1	vial					1 Vial of 5 ml
8988	10	ml			1	vial					1 Vial of 10 ml
8989	50	ml									50 ml
8990	30	Pill									30 Pills
8991	10	Pill									10 Pills
8992	30	Pill									30 Pills
8993	60	Pill									60 Pills
8994	30	Pill									30 Pills
8996		ml			30						30 ml
8998	30	Pill									30 Pills
8999	30	Pill									30 Pills
9000	27	Pill									4 pills (10 mg), 4 pills (20 mg) and 19 pills (30 mg)
9001	56	Pill									56 Pills
9002	2	dose			1	Pre-filled pen					1 Pre-filled pen of 2 doses
9003					2	Pre-filled pen					2 Pre-Filled Pens
9004	0.5	ml			1	non stated					1 non stated of 0.5 ml
9005	28	Pill									28 Pills
9006	28	Pill									28 Pills
9007	30	Pill									30 Pills
9008	4	Pill									4 Pills
9009	100	ml									100 ml
9010	42	Pill									42 Pills
9011	30	Pill									30 Pills
9012	30	Pill									30 Pills
9013	4	Pill									4 Pills
9014					10	ampule					10 Ampules
9015					10	vial					10 Vials
9016	45	ml			1	vial					1 Vial of 45 ml
9017		g			30						30 g 
9019	200	dose									200 doses
9020	10	ml			10	vial					10  of 0.8 ml each
9021	20	ml			10	vial					10  of 0.8 ml each
9022	9.4	g									9.4 g
9023	30	Pill									30 Pills
9024	30	Pill									30 Pills
9025	30	Pill									30 Pills
9026	30	Pill									30 Pills
9029		ml			500						500 ml 
9031					1	Pre-filled syringe					1 Pre-Filled Syringe
9032					1	Pre-filled syringe					1 Pre-Filled Syringe
9033					1	vial					1 Vial
9034	30	Pill									30 Pills
9035	18	ml			6	Ampule					6 Ampules of 3 ml each
9036	30	Pill									30 Pills
9037	30	Pill									30 Pills
9038	250	ml			50	Ampule					50 ampules of 5 ml each
9039	8	Pill									8 Pills
9040	28	Pill									28 Pills
9041	50	Pill									50 Pills
9042	28	Pill									28 Pills
9043	28	Pill									28 Pills
9045	35	g									35 g 
9046	1	ml			1	vial					1 Vial of 1 ml
9048	60	Pill									60 Pills
9050	10	ml									10 ml
9051	20	Pill									20 Pills
9052	20	Pill									20 Pills
9053	5	Pill									5 Pills
9054	5	Pill									5 Pills
9055	5	Pill									5 Pills
9056	5	Pill									5 Pills
9058	10	Pill									10 Pills
9059	10	Pill									10 Pills
9061		g			30						30 g
9063	28	Pill									28 Pills
9064	28	Pill									28 Pills
9065	28	Pill									28 Pills
9066	100	Pill									100 Pills
9067	30	Pill									30 Pills
9068	30	Pill									30 Pills
9069	60	Pill									60 Pills
9070	30	Pill									30 Pills
9071	30	Pill									30 Pills
9072	30	Pill									30 Pills
9073	0.5	ml			1	vial					1 vial of 0.5 ml
9081	28	Pill									28 Pills
9083						Packet / Sachet					10 Packets / Sachets
9086	50	ml			50	ampule					50 Ampules of 1 ml each
9087	100	ml			50	ampule					50 Ampules of 2 ml each
9090	4	Pill									4 Pills
9092	28	Pill									28 Pills
9093	28	Pill									28 Pills
9094	28	Pill									28 Pills
9095	56	Pill									56 Pills
9096		Pill			28						21 pills (3 mg) and 7 pills (20 mcg)
9097	7	Pill									7 Pills
9098	10	Pill									10 Pills
9099	10	Pill									10 Pills
9100	1	Pill									1 Pill
9101	7	Pill									7 Pills
9102					1	vial					1 Vial
9103					1	vial					1 Vial
9104					5	vial					5 Vials
9105	1200	ml			12	Bag					12 bags of 100 ml each
9106	30	Pill									30 Pills
9108		Pill			28						28 Pills
9109	0.5	ml			1	vial	1	 pre-filled syringe			1 vial and 1 pre-filled syringe of 0.5 ml
9110	10	ml			1	ampule					1 Ampule of 10 ml
9111					1	Bottle					1 Bottle
9112		Pill			21						21 Pills
9114	28	Pill									28 Pills
9115	30	Pill									30 Pills
9116	10	ml			5	ampule					5 Ampules of 2 ml each
9117	20	ml			5	ampule					5 Ampules of 4 ml each
9118	80	g									80 g
9120	30	g									30 g
9122	50	Pill									50 Pills
9123	50	Pill									50 Pills
9124	50	Pill									50 Pills
9125	10	Pill									10 Pills
9126	30	Pill									30 Pills
9127					50	vial					50 Vials
9128					50	vial					50 Vials
9129					50	vial					50 Vials
9130					1	vial					1 Vial
9132					50	vial					50 Vials
9133	100	ml			100	ampule					100 ampules of 1 ml each
9134					1	vial					1 vial
9139	10	Pill									10 Pills
9140	20	Pill									20 Pills
9141	2	ml			1	Ampule					1 Ampule of 2 ml
9144	10	ml			1	vial	1	non stated			1 vial and 1 non stated of 10 ml of solvent 
9146	16	Pill									16 Pills
9147	16	Pill									16 Pills
9148	30	Pill									30 Pills
9149	50	Pill									50 Pills
9150					1	vial					1 Vial
9151	6	Pill									6 Pills
9152	7	Pill									7 Pills
9153	14	Pill									14 Pills
9154	30	Pill									30 Pills
9155	150	ml									150 ml
9156	30	ml									30 ml
9157	2.5	ml									2.5 ml
9160	30	Pill									30 Pills
9161	30	Pill									30 Pills
9162	28	Pill									28 Pills
9163	28	Pill									28 Pills
9164	28	Pill									28 Pills
9165	9	ml			3	Pre-filled pen					3 Prefilled pens of 3 ml each
9166	10	ml									10 ml 
9167	30	Pill									30 Pills
9169	30	Pill									30 Pills
9170	30	Pill									30 Pills
9172	3	Pill			3	pack					3 packs of 1 pill each
9173	3	Pill			4	pack					3 packs of 1 pill each
9174	3	Pill			5	pack					3 packs of 1 pill each
9175	120	Pill			1	Bottle					1 Bottle of 120 pills
9176	42	Pill									14 pills (10 mg), 7 pills (50 mg), 7 pills (100 mg) and 14 pills (100 mg)
9179	500	g									500 g
9180	50	g									50 g
9181	56	Pill									56 Pills
9182	20	dose									20 doses
9183	200	ml									200 ml 
9184	50	ml									50 ml
9185	25	ml									25 ml
9186	100	ml									100 ml 
9189	1000	ml			1	Bag					Viaflex bag
9190	500	ml			1	Bag					Viaflex bag
9191					60	Packet / Sachet					60 Packet / Sachets
9196	60	ml									60 ml
9198	500	ml									500 ml 
9199	30	Pill									30 Pills
9200	30	Pill									30 Pills
9201	90	Pill									90 Pills
9202	20	ml			1	vial					1 Vial of 20 ml
9203	10	ml			1	vial					1 Vial of 10 ml
9204	20 	dose									20 doses
9205	20	ml			10	ampule					10 ampules of 2 ml each
9206	2	ml			2	Ampule					2 Ampules of 1 ml each
9207	6	ml			6	Ampule					6 Ampules of 1 ml each
9209	5	ml			1	vial					1 Vial of 5 ml
9210	20	ml			1	vial					1 Vial of 20 ml
9211					1	vial					1 Vial
9212					1	vial					1 Vial
9214	100	ml			10	ampule					10 Ampules of 10 ml each
9215		g			30						30 g
9216					1	Bag					1 Bag
9217	10	Pill									10 Pills
9218	42	Pill									42 Pills
9220	20	Pill									20 Pills
9221	7	Pill									7 Pills
9222	60	Pill									60 Pills
9223	7	Pill									7 Pills
9224	30	Pill									30 Pills
9227					50	Cartridge					50 cartridges
9228					1	vial					1 Vial
9230	56	Pill									56 Pills
9234	30	Pill									30 Pills
9235	90	Pill									90 Pills
9236	90	Pill									90 Pills
9237	90	Pill									90 Pills
9238	40	ml			20	non stated					20 non stated of 2 ml each
9239	40	ml			20	non stated					20 non stated of 2 ml each
9240					1	vial					1 Vial
9241	30	Pill									30 Pills
9242	15	ml			5	Cartridge					5 cartridges of 3 ml each
9243		Pill			28						21 pills (2 mg) and 7 pills (0.03 mg)
9244	30	Pill									30 Pills
9245	30	Pill			2	Bottle					2 bottles of 15 capsules each and 1 zephir inhaler
9246	60	Pill									60 hard capsules and 1 inhaler
9247	60	Pill									60 hard capsules and 1 inhaler
9248	60	Pill									60 hard capsules and 1 inhaler
9249	140	Pill									140 Pills
9250	60	Pill									60 Pills
9251	60	Pill									60 Pills
9252	60	Pill									60 Pills
9253	60	Pill									60 Pills
9254	60	Pill									60 Pills
9255	60	Pill									60 Pills
9256	60	Pill									60 Pills
9257	60	Pill									60 Pills
9259	1	Pill									1 Pill
9260	1	Pill									1 Pill
9261		ml			30						30 ml 
9262	30	Pill									30 Pills
9263	20	Pill									20 Pills
9264	28	Pill									28 Pills
9265	28	Pill									28 Pills
9266	28	Pill									28 Pills
9267	28	Pill									28 Pills
9268	28	Pill									28 Pills
9269					1	ampule 	1	ampule			1 ampule and 1 ampule of solvent
9270					1	ampule 	1	ampule			1 ampule and 1 ampule of solvent
9271	6	Pill									6 Pills
9272					2	Pre-filled syringe					2 Pre-Filled Syringes
9275	250	ml			1	Bottle					1 Bottle of 250 ml
9276	10	ml									10 ml
9277	2.5	ml			1	Vial					1 Vial of 2.5 ml
9278	2.5	ml			1	Vial					1 Vial of 2.5 ml
9279	30	Pill									30 Pills
9280	30	Pill									30 Pills
9281	30	Pill									30 Pills
9282	30	Pill									30 Pills
9283	7	Pill									7 Pills
9284	56	Pill									56 Pills
9285	28	Pill									28 Pills
9286	30	Pill									30 Pills
9287	30	Pill									30 Pills
9288	30	ml			10	ampule					10 ampules of 3 ml each
9289	200	ml			100	vial					100 ampules of 2 ml each
9290	30	Pill									30 Pills
9294	30	Pill									30 Pills
9295	30	Pill									30 Pills
9296	64	Pill									64 Pills
9297	14	Pill									14 Pills
9298	60	Pill									60 Pills
9299					7	vial					7 vials
9300					1	vial					1 Vial
9302	0.5	ml			1	vial					1 vial of 0.5 ml
9303	1	ml			1	vial					1 vial of 1 ml
9313	28	Pill									28 Pills
9314	28	Pill									28 Pills
9315	25	ml			5	ampule					5 ampules of 5 ml each
9317	28	Pill									28 Pills
9318	30	Pill									30 Pills
9320		g			50						50 g
9321	28	Pill									28 Pills
9322	28	Pill									28 Pills
9323	30	Pill									30 Pills
9324	28	Pill									28 Pills
9325	2	ml			1	vial	1	vial			1 vial and 1 vial of 2 ml
9326	120	Pill									120 Pills
9327	30	Pill									30 Pills
9328	28	Pill									28 Pills
9329		g			30						30 g
9330		g			30						30 g
9331	2	ml			1	vial					1 Vial of 2 ml
9332					1	vial					1 vial
9333					1	vial					1 Vial
9337	60	Pill									60 Pills
9339	30	Pill									30 Pills
9340	30	Pill									30 Pills
9341	15	Pill									15 Pills
9342	10	Pill									10 Pills
9343		g			23.3						23.3 g
9344	5	g									5 g
9345	5	g									5 g
9346	10	ml			5	ampule					6 Ampules of 2 ml each
9347	10	ml			5	ampule					5 Ampules of 2 ml each
9348	10	ml			5	ampule					5 Ampules of 2 ml each
9349	28	Pill									28 Pills
9350					12	Packet / Sachet					12 Packet / Sachets
9351		g			30						30 g
9352		g			30						30 g
9353	120	Pill									120 Pills
9354	15	Pill									15 Pills
9355	30	Pill									30 Pills
9356					10	vial	10	ampule			10 vials and 10 ampules of solvent
9357					10	ampule 	10	ampule			10 ampules and 10 ampules of solvent
9358											
9359	5	ml			10	Pre-filled syringe					10 prefilled syringes of 0.5 ml each
9360	125	ml									125 ml
9361	24	Pill									24 Pills
9362	180	Pill									180 Pills
9363	28	Pill									28 Pills
9364	28	Pill									28 Pills
9365	60	Pill									60 Pills
9366	80	ml			10	ampule					10 ampules of 8 ml each 
9367	70	ml									70 ml
9368	400	g									400 g
9369	3000	ml			30	Bottle					30 bottles of 100 ml each
9370	500	ml			1	Bag					Viaflex bag
9371	1000	ml			1	Bag					Viaflex bag
9372	500	ml			1	Bag					Non PVC bag
9373	1000	ml			1	Bag					Non PVC bag
9374	500	ml			1	Bag					Non PVC bag
9375	1000	ml			1	Bag					Non PVC bag
9376	1000	ml			1	Bag					Non PVC bag
9377	500	ml			1	Bag					Non PVC bag
9378	250	ml			1	Bag					250ml PVC Bags 2 entries
9379	100	ml			1	Bag					Viaflex bag
9380	500	ml			1	Bottle					Bottle of 500 ml
9382	10	Pill									10 Pills
9383	50	ml			1	vial					1 Vial of 50 ml
9384	20	ml			2	vial					2 vials of 10 ml each
9385	100	ml			2	vial					2 vials of 50  ml each
9386					1	vial					1 Vial
9387	4	Pill									4 Pills
9389	10	ml			10	ampule					10 ampules of 1 ml each
9390	60	Pill									60 Pills
9391	10	Pill									10 Pills
9394					1	vial	1	vial			1Vial of trastuzumab for injection + 1Vial of bacteriostatic water for injection (multi-dose)
9395	1.15	ml			1	Cartridge					Cartrige of 1.15 ml, two compartments
9396	100	ml			1	vial					1 vial of 100 ml
9397	100	ml			1	non stated					1 non stated of 100 ml
9399					1	vial					1 Vial
9400	6.6	ml									6.6 ml 
9406	1	Pill									1 Pill
9407	28	Pill									28 Pills
9408	28	Pill									28 Pills
9409		g			30						30 g
9410		g			15						15 g
9411					1	vial					1 vial 
9412	10	Pill									10 Pills
9413	180	Pill									180 Pills
9414	30	Pill									30 Pills
9416					6	ampule					6 Ampules
9419	30	Pill									30 Pills
9420	28	Pill									28 Pills
9422					5	vial					5 Vials
9423					5	vial					5 Vials
9426	100	ml			1	Bag					1 bag of 100 ml
9427	50	ml			2	Bag					2 bags of 25 ml each
9432	25	ml			5	Ampule					5 ampules of 5 ml each
9433	28	Pill									28 Pills
9436	60	Pill									60 Pills
9437	60	Pill									60 Pills
9438	30	Pill									30 Pills
9439	15	ml			5	ampule					5 ampules of 3 ml each
9440	10	ml			5	Ampule					5 Ampules of 2 ml each
9441		g			30						30 g
9442	10	Pill									10 Pills
9443					1	vial					1 vial
9444					1	vial					1 Vial
9445	15	g									15 g
9446	20	Pill									20 Pills
9448					50	vial					EFG Pack of 50Vials
9449	84	Pill									84 Pills
9450					28	non stated					28 Non Stated
9451					28	non stated					28 Non Stated
9452					28	non stated					28 Non Stated
9453					28	non stated					28 Non Stated
9454	100	ml									100 ml 
9455	80	g									80 g
9456	10	ml			1	vial					1 Vial of 10 ml 
9457	15	ml			5	Pen					5 Pens of 3 ml each
9458					1	vial					1 Vial
9459	224	Pill									224 Pills
9460	30	Pill									30 Pills
9461	30	Pill									30 Pills
9462	30	Pill									30 Pills
9463	90	Pill									90 Pills
9464	30	Pill									30 Pills
9465	28	Pill									28 Pills
9466	28	Pill									28 Pills
9467	28	Pill									28 Pills
9468	56	Pill									56 Pills
9469	56	Pill									56 Pills
9470					1	Bottle					1 Bottle
9471					1	Bottle					1 Bottle
9472	30	Pill									30 Pills
9473	15	Pill									15 Pills
9474	40	Pill									40 Pills
9475	40	Pill									40 Pills
9477					1	vial					1 Vial
9478	30	Pill									30 Pills
9479	30	Pill									30 Pills
9480	30	Pill									30 Pills
9481	60	Pill									60 Pills
9482	100	ml			1	vial					1 Vial of 100 ml
9483	1000	ml									1000 ml
9484	500	ml									500 ml
9485	30	Pill									30 Pills
9486	28	Pill									28 Pills
9487	28	Pill									28 Pills
9488		g			30						30 g
9489	50	ml			5	ampule					5 ampules of 10 ml each
9491	100	ml									100 ml
9492	100	ml									100 ml
9493					10	vial					10 Vials
9494	20	ml			10	ampule					10 ampules of 2 ml each
