Code	Form	Scored	Parent	Route	IsParenteral
8048	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
8049	Tablet, film coated		O-Oral	O-Oral	
8050	Tablet, film coated		O-Oral	O-Oral	
8052	Cream		T-Topical	T-Topical	
8053	Injectable powder, concentrate, for solution CHOOSE with solvent		Parentaral	Inf-Infusion	Parentaral
8059	Drops, solution		Ot-Otic	Ot-Otic	
8060	Tablet, film coated		O-Oral	O-Oral	
8062	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8063	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8064	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8065	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8066	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8067	Tablet, film coated		O-Oral	O-Oral	
8068	Emulsion Gel		T-Topical	T-Topical	
8069	Suppository		R-Rectal	R-Rectal	
8070	Tablet, film coated		O-Oral	O-Oral	
8075	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
8076	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
8081	Ointment		T-Topical	T-Topical	
8082	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8083	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8084	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8085	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
8087	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8088	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
8089	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8090	Injectable, powder, for solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
8092	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8093	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	SC-Subcutanous	Parentaral
8094	Tablet		O-Oral	O-Oral	
8095	Tablet		O-Oral	O-Oral	
8096	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8098	Tablet		O-Oral	O-Oral	
8099	Injectable, solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
8100	Injectable, solution		IV-Intravenous	IV-Intravenous	
8101	Injectable, powder, for solution 		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8102	Injectable, powder, for solution 		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8103	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8104	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8105	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8106	Tablet, coated		O-Oral	O-Oral	
8107	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
8111	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
8112	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8113	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8118	Tablet, film coated		O-Oral	O-Oral	
8119	Tablet, film coated		O-Oral	O-Oral	
8120	Tablet		O-Oral	O-Oral	
8121	Tablet		O-Oral	O-Oral	
8125	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8127	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8128	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8130	Tablet, film coated		O-Oral	O-Oral	
8131	Tablet, film coated		O-Oral	O-Oral	
8132	Tablet, film coated		O-Oral	O-Oral	
8133	Tablet, film coated		O-Oral	O-Oral	
8138	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8141	Tablet		O-Oral	O-Oral	
8142	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
8143	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
8144	Lozenge		O-Oral	O-Oral	
8145	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8147	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
8148	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
8149	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
8155	Injectable, solution		IV-Intravenous	IV-Intravenous	
8156	Cream		T-Topical	T-Topical	
8157	Capsule		O-Oral	O-Oral	
8158	Capsule		O-Oral	O-Oral	
8159	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8165	Syrup		O-Oral	O-Oral	
8169	Tablet, chewable		O-Oral	O-Oral	
8173	Tablet, film coated		O-Oral	O-Oral	
8174	Tablet, film coated		O-Oral	O-Oral	
8175	Tablet, film coated		O-Oral	O-Oral	
8176	Injectable, solution		IV-Intravenous	IV-Intravenous	
8177	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8181	Injectable, concentrated powder, for solution		Parentaral	Inf-Infusion	Parentaral
8183	Tablet, film coated		O-Oral	O-Oral	
8186	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
8187	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
8188	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
8189	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
8191	Ointment		T-Topical	T-Topical	
8192	Cream		T-Topical	T-Topical	
8193	Cream		T-Topical	T-Topical	
8194	Capsule		O-Oral	O-Oral	
8195	Capsule		O-Oral	O-Oral	
8196	Capsule		O-Oral	O-Oral	
8201	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8202	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8203	Tablet, film coated		O-Oral	O-Oral	
8204	Tablet, film coated		O-Oral	O-Oral	
8210	Tablet, film coated		O-Oral	O-Oral	
8214	Tablet		O-Oral	O-Oral	
8215	Tablet		O-Oral	O-Oral	
8216	Tablet		O-Oral	O-Oral	
8217	Tablet		O-Oral	O-Oral	
8222	Tablet, film coated		O-Oral	O-Oral	
8223	Capsule		O-Oral	O-Oral	
8224	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8225	Gel		T-Topical	T-Topical	
8226	Capsule		O-Oral-V-Vaginal	O-Oral-V-Vaginal	
8227	Suspension		O-Oral	O-Oral	
8230	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8231	Tablet, coated		O-Oral	O-Oral	
8232	Tablet, film coated		O-Oral	O-Oral	
8233	Tablet, film coated		O-Oral	O-Oral	
8234	Tablet, film coated		O-Oral	O-Oral	
8235	Tablet, film coated		O-Oral	O-Oral	
8236	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
8237	Tablet, film coated		O-Oral	O-Oral	
8239	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8240	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8241	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8242	Tablet, film coated		O-Oral	O-Oral	
8243	Tablet, film coated		O-Oral	O-Oral	
8244	Tablet, film coated		O-Oral	O-Oral	
8245	Tablet, film coated		O-Oral	O-Oral	
8246	Syrup		O-Oral	O-Oral	
8249	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8250	Solution		T-Topical	T-Topical	
8251	Solution		T-Topical	T-Topical	
8252	Injectable, solution		Parentaral	P-Parenteral	Parentaral
8253	Tablet, film coated		O-Oral	O-Oral	
8254	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8255	Tablet, film coated		O-Oral	O-Oral	
8256	Tablet, film coated		O-Oral	O-Oral	
8260	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8261	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8262	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8263	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8264	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
8269	Tablet		O-Oral	O-Oral	
8270	Tablet		O-Oral	O-Oral	
8272	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
8273	Cream		T-Topical	T-Topical	
8274	Foam		TS-Topical,scalp	TS-Topical,scalp	
8275	Foam		TS-Topical,scalp	TS-Topical,scalp	
8278	Tablet		O-Oral	O-Oral	
8279	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8281	Injectable, powder, concentrate for solution		Parentaral	Inf-Infusion	Parentaral
8284	Drops, solution		O-Oral	O-Oral	
8285	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
8286	Injectable, solution		IV-Intravenous	IV-Intravenous	
8287	Granules, for suspension		O-Oral	O-Oral	
8288	Capsule, hard		O-Oral	O-Oral	
8289	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8290	Tablet, film coated		O-Oral	O-Oral	
8292	Tablet		O-Oral	O-Oral	
8299	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8300	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8301	Tablet, coated		O-Oral	O-Oral	
8302	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8304	Tablet, film coated		O-Oral	O-Oral	
8306	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8307	Tablet, film coated		O-Oral	O-Oral	
8308	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8309	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8312	Tablet		O-Oral	O-Oral	
8313	Tablet		O-Oral	O-Oral	
8314	Spray		T-Topical	T-Topical	
8315	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
8316	Tablet		O-Oral	O-Oral	
8317	Tablet		O-Oral	O-Oral	
8318	Tablet		O-Oral	O-Oral	
8319	Granules, gastro-resistant / delayed release ADD Granules, prolonged release		O-Oral	O-Oral	
8320	Granules, gastro-resistant / delayed release ADD Granules, prolonged release		O-Oral	O-Oral	
8321	Granules, gastro-resistant / delayed release ADD Granules, prolonged release		O-Oral	O-Oral	
8322	Tablet, film coated		O-Oral	O-Oral	
8323	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
8324	Gel		OG-Oral gingival	OG-Oral gingival	
8325	Patch		TD-Transdermal	TD-Transdermal	
8326	Patch		TD-Transdermal	TD-Transdermal	
8329	Syrup		O-Oral	O-Oral	
8331	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8332	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8333	Tablet		O-Oral	O-Oral	
8338	Capsule		O-Oral	O-Oral	
8339	Tablet, film coated		O-Oral	O-Oral	
8340	Capsule		O-Oral	O-Oral	
8341	Tablet		O-Oral	O-Oral	
8342	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8343	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8345	Tablet, coated		O-Oral	O-Oral	
8346	Tablet, coated		O-Oral	O-Oral	
8347	Tablet, film coated		O-Oral	O-Oral	
8348	Tablet, film coated		O-Oral	O-Oral	
8349	Tablet, film coated		O-Oral	O-Oral	
8350	Tablet, film coated		O-Oral	O-Oral	
8351	Tablet, film coated		O-Oral	O-Oral	
8352	Tablet, film coated		O-Oral	O-Oral	
8353	Tablet, film coated		O-Oral	O-Oral	
8354	Tablet, film coated		O-Oral	O-Oral	
8357	Tablet, film coated		O-Oral	O-Oral	
8360	Gel		V-Vaginal	V-Vaginal	
8362	Spray		N-Nasal	N-Nasal	
8363	Ointment		Oph-Ophtalmic	Oph-Ophtalmic	
8364	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8365	Ointment		T-Topical	T-Topical	
8366	Tablet		O-Oral	O-Oral	
8368	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8372	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8373	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
8374	Solution, inhalation		Res-Respiratory	Res-Respiratory	
8377	Tablet, film coated		O-Oral	O-Oral	
8378	Capsule		O-Oral	O-Oral	
8379	Capsule		O-Oral	O-Oral	
8380	Solution		T-Topical	T-Topical	
8381	Gel		T-Topical	T-Topical	
8382	Tablet		O-Oral	O-Oral	
8383	Tablet		O-Oral	O-Oral	
8384	Tablet		O-Oral	O-Oral	
8385	Tablet		O-Oral	O-Oral	
8386	Tablet		O-Oral	O-Oral	
8387	Tablet		O-Oral	O-Oral	
8388	Capsule		O-Oral	O-Oral	
8389	Capsule		O-Oral	O-Oral	
8390	Capsule		O-Oral	O-Oral	
8394	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
8395	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
8396	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
8397	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
8398	Injectable, powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8399	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8402	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8403	Tablet, film coated		O-Oral	O-Oral	
8404	Tablet, repetab		O-Oral	O-Oral	
8405	Syrup		O-Oral	O-Oral	
8406	Tablet		O-Oral	O-Oral	
8407	Granules		O-Oral	O-Oral	
8408	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8409	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8410	Tablet, sugar coated		O-Oral	O-Oral	
8411	Gel		T-Topical	T-Topical	
8412	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8413	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8414	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8418	Film forming solution / Varnish / Nail laquer		T-Topical	T-Topical	
8419	Tablet, film coated		O-Oral	O-Oral	
8420	Tablet, film coated		O-Oral	O-Oral	
8421	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8422	Tablet		O-Oral	O-Oral	
8423	Syrup		O-Oral	O-Oral	
8424	Syrup		O-Oral	O-Oral	
8425	Injectable, powder, for solution		IV-Intravenous	IV-Intravenous	
8428	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8433	Capsule		O-Oral	O-Oral	
8435	Solution, inhalation		Res-Respiratory	Res-Respiratory	
8436	Injectable, concentrate, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8437	Injectable, concentrate, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8438	Tablet, coated		O-Oral	O-Oral	
8441	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8443	Spray		N-Nasal	N-Nasal	
8444	Powder, for suspension		O-Oral	O-Oral	
8445	Tablet, film coated		O-Oral	O-Oral	
8446	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8447	Tablet, film coated		O-Oral	O-Oral	
8448	Tablet, film coated		O-Oral	O-Oral	
8449	Tablet, film coated		O-Oral	O-Oral	
8451	Solution		TS-Topical,scalp	TS-Topical,scalp	
8452	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
8453	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
8454	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
8455	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	SC-Subcutanous	Parentaral
8456	Injectable, suspension		ITrac-Intratracheal	ITrac-Intratracheal	
8457	Injectable, suspension		ITrac-Intratracheal	ITrac-Intratracheal	
8458	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8459	Tablet, sugar coated		O-Oral	O-Oral	
8460	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8461	Gel		T-Topical	T-Topical	
8462	Tablet		O-Oral	O-Oral	
8463	Capsule		O-Oral	O-Oral	
8464	Capsule		O-Oral	O-Oral	
8466	Tablet, film coated		O-Oral	O-Oral	
8467	Tablet, film coated		O-Oral	O-Oral	
8468	Tablet, film coated		O-Oral	O-Oral	
8469	Tablet, film coated		O-Oral	O-Oral	
8470	Tablet, film coated		O-Oral	O-Oral	
8471	Tablet, film coated		O-Oral	O-Oral	
8472	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8473	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8474	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8475	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8477	Powder, for suspension		O-Oral	O-Oral	
8478	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8479	Tablet, film coated		O-Oral	O-Oral	
8480	Tablet		O-Oral	O-Oral	
8481	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
8482	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
8483	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
8484	Tablet, film coated		O-Oral	O-Oral	
8485	Tablet, film coated		O-Oral	O-Oral	
8486	Tablet, film coated		O-Oral	O-Oral	
8487	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
8488	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
8489	Tablet, film coated		O-Oral	O-Oral	
8491	Patch		TD-Transdermal	TD-Transdermal	
8492	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8493	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8496	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
8497	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8498	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with stabilizer		Parentaral	Inf-Infusion	Parentaral
8499	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
8502	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
8503	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8504	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8506	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8507	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8508	Tablet, film coated		O-Oral	O-Oral	
8509	Tablet, film coated		O-Oral	O-Oral	
8510	Tablet, film coated		O-Oral	O-Oral	
8512	Tablet, film coated		O-Oral	O-Oral	
8513	Tablet, film coated		O-Oral	O-Oral	
8514	Tablet, film coated		O-Oral	O-Oral	
8515	Tablet		O-Oral	O-Oral	
8516	Tablet		O-Oral	O-Oral	
8517	Tablet		O-Oral	O-Oral	
8518	Injectable, powder, for solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8519	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
8520	Capsule		O-Oral	O-Oral	
8521	Capsule		O-Oral	O-Oral	
8522	Capsule		O-Oral	O-Oral	
8524	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
8525	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
8526	Capsule, hard		O-Oral	O-Oral	
8527	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8528	Powder, for suspension CHOOSE with solvent		Ot-Otic	Ot-Otic	
8529	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
8530	Tablet, film coated		O-Oral	O-Oral	
8531	Tablet, film coated		O-Oral	O-Oral	
8532	Tablet, film coated		O-Oral	O-Oral	
8534	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8535	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8541	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8542	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
8543	Solution, inhalation		Res-Respiratory	Res-Respiratory	
8544	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
8546	Syrup		O-Oral	O-Oral	
8547	Tablet		O-Oral	O-Oral	
8548	Tablet		O-Oral	O-Oral	
8551	Capsule, hard		O-Oral	O-Oral	
8553	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
8556	Tablet, film coated		O-Oral	O-Oral	
8558	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
8559	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8560	Cream		T-Topical	T-Topical	
8561	Tablet, film coated		O-Oral	O-Oral	
8562	Tablet, film coated		O-Oral	O-Oral	
8563	Ointment		T-Topical	T-Topical	
8565	Injectable, suspension		Parentaral	IM/Intraarticular/intralesional/intradermal/intrabursal/periarticular/soft tissue injection	Parentaral
8566	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
8569	Tablet		O-Oral	O-Oral	
8570	Tablet		O-Oral	O-Oral	
8571	Tablet		O-Oral	O-Oral	
8572	Tablet		O-Oral	O-Oral	
8573	Tablet		O-Oral	O-Oral	
8575	Tablet		O-Oral	O-Oral	
