MophCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country
535	973952/02	LIPITOR	40mg	30	Tablet, film coated	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH for Parke Davis	Germany
5865	218881/09	LIPODAR	80mg	30	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
1186	25270	LIPOFUNDIN	10%	100ml	Solution	Droguerie de l'Union	Braun	Germany
1187	25271	LIPOFUNDIN	20%	500ml	Solution	Droguerie de l'Union	Braun	Germany
5834	148392/04	LIPOMID	10mg	30	Tablet, film coated	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
5835	195300/04	LIPOMID	20mg	30	Tablet, film coated	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
915	27217	LIPOSTAT	10mg	28	Tablet	Abela Frères S.A.L.	E. R. Squibb & Sons Ltd	UK
916	27218	LIPOSTAT	20mg	30	Tablet	Abela Frères S.A.L.	Bristol-Myers Squibb Company	USA
5469	219560/09	LIPOSTAT	40mg	30	Tablet	Abela Frères S.A.L.	Bristol-Myers Squibb Company	USA
6741	97530/11	LIPOSTAT	20mg	30	Tablet	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6742	97529/11	LIPOSTAT	40mg	28	Tablet	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
952	767254 /00	LIPOZOR	250mg	20	Capsule, sustained release	New Pharma S.A.R.L.	Avenzor for Pharmaceutical Industries	Syria
2597	405513/00	LIVOSTIN		10ml	Nasal Spray	Droguerie Columbus	Janssen Pharmaceutica NV	Belgium
2745	38899	LOCABIOTAL POUR PULVERISATION BUCCALE OU NASALE	1%		Solution	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
2782	26676	LOCACID	0.1%	15ml	Lotion	Mersaco	Pierre Fabre Medicament Production	France
2797	26675	LOCACID DERMIQUE	0.05%	30g	Cream	Mersaco	Pierre Fabre Medicament Production	France
4512	24208	LOCACORTENE-VIOFORM		15g	Cream	Mephico S.A.L.	Mephico SAL	Lebanon
2798	974103/01	LOCALONE		125ml	Lotion	Mersaco	Pierre Fabre Medicament Production	France
2799	974102/01	LOCAPRED	0.1%	15g	Cream	Mersaco	Pierre Fabre Medicament Production	France
4514	24943	LOCASALEN		15g	Ointment	Mephico S.A.L.	Mephico SAL	Lebanon
3319	23627/77	LOCOID	0.1%	30g	Cream	Mersaco	Astellas Pharma Europe BV	The Netherlands
3320	23628/77	LOCOID		20ml	Lotion	UPO S.A.L.	Astellas Pharma Europe BV	The Netherlands
3321	405688/00	LOCOID	0.1%	30g	Lipocream	Mersaco	Astellas Pharma Europe BV	The Netherlands
5491	219562/09	LOCOID	0.1%	30ml	Scalp lotion	Mersaco	Temmler Italia SRL	Italy
3331	405981/00	LOCOID CRELO 0.1%	1mg/g	30g	Topical Emulsion	Mersaco	Astellas Pharma Europe BV	The Netherlands
3432	208481	LODINE	300mg	30	Capsule	Droguerie R. Pharaon & Fils S.A.L.	John Wyeth & Brother Ltd	UK
8450	096733/12	LOFLAM	100mg	20	Tablet	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
8600	167828/11	LOFRAL 10MG	10mg	30	Tablet	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
8601	167829/11	LOFRAL 5MG	5mg	30	Tablet	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
4887	236232/98	LOMEXIN	2%	100ml	Foaming solution	Droguerie de l'Union	Algorithm S.A.L. under license from Recordati Italy	Lebanon
851	26897	LOMIR	2.5mg	28	Tablet	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA, Torre Annunziata	Italy
852	26904	LOMIR	2.5mg	56	Tablet	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
775		LOMOTIL                 S2/311		20 	Tablet	Food & Drug Corporation FDC	Searle	UK
68	3007/72	LONGIFENE		25	Tablet	No Agent	UCB SA Pharma	Belgium
69	3005/72	LONGIFENE		150ml	Syrup	No Agent	UCB SA Pharma	Belgium
4847	27581/94	LOPAMID	2mg	6	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4845	2682/94	LOPERAMIDE	2mg	6	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4846	2682/94	LOPERAMIDE	2mg	1000	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
107	26613	LOPID	600mg	100	Tablet, film coated	Droguerie Fattal  S.A.L.	Godecke AG AS Manufacturer for Parke Davis	Germany
5167	222239/07	LOPIMUNE		90	Capsule	Droguerie de l'Union	Cipla Ltd	India
4986	27582/94	LORAPAM	1mg	40	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4987	27583/94	LORAPAM	2mg	40	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4984	2520/94	LORAZEPAM	1mg	1000	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4985	2521/94	LORAZEPAM	2mg	1000	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
6357	221904/08	LORVAST	80mg	30	Tablet, film coated	Droguerie Mercury S.A.L.	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
3383		LOSEC	20mg	14	Capsule	Omnipharma	AstraZeneca AB	Sweden
3824	261327/97	LOSEC	40mg	5 x 10ml	IV Infusion	Omnipharma	AstraZeneca AB	Sweden
5851	222254/09	LOTENSE	10mg	30	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7312	186371/13	LOTEVAN	5mg/320mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7313	186369/13	LOTEVAN	10mg/320mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
2757	26323	LOTRIDERM		30g	Cream	Abela Frères S.A.L.	Schering-Plough Labo NV Co subsidiary of Schering-Plough Corporation, USA	Belgium
8124	24997/07	LOUTEN	0.005%	2.5ml	Sterile ophthalmic solution	Medicapharm S.A.L.	Laboratorios Poen S.A.C.I.F.I.	Argentine
8123	222201/07	LOUTEN T		2.5ml	Sterile ophthalmic solution	Medicapharm S.A.L.	Laboratorios Poen S.A.C.I.F.I.	Argentine
1753	208380/97	LOVENOX	6000UI Anti-Xa/0.6ml	10 Seringues préremplies	Injectable solution	Mersaco	Aventis Pharma Spécialités	France
1754	208393/97	LOVENOX	8000UI Anti-Xa/0.8ml	10 Seringues préremplies	Injectable solution	Mersaco	Aventis Pharma Spécialités	France
1755	208394/97	LOVENOX	10,000UI Anti-Xa/1ml	10 Seringues préremplies	Injectable solution	Mersaco	Aventis Pharma Spécialités	France
1756	405444/00	LOVENOX	10,000UI Anti-Xa/1ml	2 Seringues préremplies	Injectable solution	Mersaco	Sanofi Winthrop Industrie	France
2574	974499/00	LOVENOX	2000UIANTI-XA/0.2ml	6seringues	Injectable solution	Mersaco	Fisons SA Distributeur: Aventis	France
2575	974500/00	LOVENOX	4000UIANTI-XA/0.4ml	6seringues	Injectable solution	Mersaco	Fisons SA Distributeur: Aventis	France
5376	194483/05	LOW-LIP		30	Tablet	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
4889	26565/88	LUBRIGEL	750mg/g	80g	Gel	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
8490	112515/1	LUCENTIS	10mg/ml	1Prefilled syringe x 0.165ml	Injectable solution	Khalil Fattal & Fils S.A.L.	Vetter Pharma- Fertigung GmbH & Co KG	Germany
2758	767255/00	LUIVAC		14	Tablet	Pharmamedic S.A.R.L.	Daiichi Sankyo Europe GmbH	Germany
3285	767276/00	LUMIFUREX	200mg	28	Gélule	Biopharm	Sanofi Winthrop Industrie	France
3543	148248/03	LUMIGAN	0.3mg/ml	3ml	Eye drops solution	Mersaco	Allergan Pharmaceuticals (Ireland) Ltd 	Ireland
3527	195049/04	LUVERIS	75IU	1Vial powder +1Vial solvent		Food & Drug Corporation FDC	Merck Serono SA	Switzerland
708	236315/98	LYCLEAR	5%	30g	Dermal cream	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
3243	26236	LYSINE B12		90ml	Syrup	Mersaco	Synthelabo	France
7565	187059/13	LYXUMIA	10mcg	1Prefilled pen	Injectable solution	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
7566	187060/13	LYXUMIA	20mcg	1Prefilled pen	Injectable solution	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
7567	187061/13	LYXUMIA		1Prefilled pen 10mcg + 1Prefilled pen 20mcg	Injectable solution	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
7816	76214/1	LYXUMIA	20mcg	2Prefilled pen	Injectable solution	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
3347	208966/03	MAALOX	400mg-400mg	40	Tablet, chewable	Mersaco	Sanofi SpA	Italy
3573	208956/03	MAALOX ORAL SUSPENSION		200ml	Oral Suspension	Mersaco	Aventis Pharma SpA	Italy
6479	208958/03	MAALOX PLUS		200ml	Oral Suspension	Mersaco	Sanofi Aventis SpA	Italy
3575	208965/03	MAALOX TC CHEWABLE TABLET		40	Tablet, chewable	Mersaco	Aventis Pharma SpA	Italy
3574	208957/03	MAALOX TC ORAL SUSPENSION		200ml	Oral Suspension	Mersaco	Aventis Pharma SpA	Italy
9304	108417/1	MABTHERA	1400mg/11.7ml	1Vial	Solution for subcutaneous injection	Omnipharma	F. Hoffmann La Roche Ltd, Kaiseraugst	Switzerland
9517	138215/1	MABTIN 150	150mg	1Vial (Single- dose)	Lyophilized powder for IV infusion	Benta Trading Co s.a.l.	Biocon Biologics India Limited, for Benta SAL	Lebanon
9518	138115/1	MABTIN 150	150mg	1Vial of Trastusumab for injection + 1Vial of bacteriostatic water for injection (Multi-dose)	Lyophilized powder for IV infusion	Benta Trading Co s.a.l.	Biocon Biologics India Limited, for Benta SAL	Lebanon
6731	221321/08	MACROMAX 	500mg	14	Tablet, film coated	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
6720	221320/08	MACROMAX 250	250mg	14	Tablet, film coated	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
3316	26661	MADECASSOL	1%	10g	Onguent	No Agent	Syntex division La Roche Navarron	France
3361	26662	MADECASSOL NEOMYCINE HYDROCORTISONE		10g	Ointment	No Agent	Syntex division La Roche Navarron	France
1495	26484	MADOPAR  HBS	125mg	30	Capsule	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
158	236251/98	MAGNEVIST	10ml	10 x 10ml	Vial	Khalil Fattal & Fils S.A.L.	Bayer Pharma AG	Germany
159	236252/98	MAGNEVIST	15ml	10 x 15ml	Vial	Khalil Fattal & Fils S.A.L.	Bayer Pharma AG	Germany
160	236253/98	MAGNEVIST	20ml	1 x 20ml	Vial	Khalil Fattal & Fils S.A.L.	Bayer Pharma AG	Germany
1496	22285/73	MALTLEVOL-12		12oz	Liquid	Mectapharm S.A.L.	Carter Wallace	Canada
4816	28563/94	MALUGEL  I		104	Tablet, chewable	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4817	26719/89	MALUGEL  I		250ml	Suspension	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4815	26717/89	MALUGEL I		100	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4818	26718/89	MALUGEL Plus		100	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4819	28564/94	MALUGEL Plus		104	Tablet, chewable	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4820	26720/89	MALUGEL Plus		250ml	Suspension	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
3669	25037/80	MANDOL	1g	1x10ml	Ampoule	Droguerie de l'Union	E.Lilly SA	USA
4178	2745/94	MANNITOL	20g/100ml	250ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4180	2745/94	MANNITOL	20g/100ml	500ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4188	2779/94	MANNITOL	10g/100ml	250ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4190	2779/94	MANNITOL	10g/100ml	500ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
6142	218329/09	MATADOR	250mg	7	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
1690	28567	MAXFERRINE 50 MULTIPLE VITAMIN PLUS IRON		60	Capsule	Pharmacie Minapharm Halabi	American Vitamin Products	USA
2875	208282	MAXIDEX		5ml	Sterile Ophtalmic suspension	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
221	261052	MAXIPIME	500mg	1 Vial	Injection	Abela Frères S.A.L.	Bristol-Myers Squibb SpA	Italy
7392	96725/12	MAXIPIME	1g	1 Vial + 2Plastic Ampoules Sterile Water for Injection	Injection	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
2876	27363	MAXITROL		5ml	Ophtalmic Drops	Droguerie R. Pharaon & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
2908	27364	MAXITROL		3.5g	Ophtalmic Ointment	Droguerie R. Pharaon & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
9824	194918/1	MAXPECTRA XL	500mg	14	Tablet, extended release	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
4993	2689/94	MEBENDAZOLE	100mg	6	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4994	2689/94	MEBENDAZOLE	100mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5985	219709/09	MEBO		75g	Herbal Ointment	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1683	208471	MECHOVIT		30	Capsule	Multimarketing S.A.R.L.	G Streuli & Co SA	Switzerland
3896	194120/05	MECTIN	850mg	30	Tablet, extended release	Mediterranean Pharmaceutical Company	Laboratorio Elea SA.C.I.Y.FA	Argentine
3897	194121/05	MECTIN	1,000mg	30	Tablet, extended release	Mediterranean Pharmaceutical Company	Laboratorio Elea SA.C.I.Y.FA	Argentine
6761	166834/11	MEDAXONUM	1g	1vial	Powder for injection	New Allpharma	Medochemie Ltd Limasol	Cyprus
1166	22106/73	MEDIJEL		12.5g	Gel	Sadco	DDD Ltd	UK
3848	287/72	MEDIPLEX		100ml	Syrup	New Allpharma	Medinova Ltd	Switzerland
4441	24175	MEDISTAN	500,000IU	12	Capsule	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon
4443	24174	MEDISTAN	500,000IU/5ml	12ml	Granules for suspension	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon
428	6443	MEDROL	4mg	10	Tablet	No Agent	N.V. Upjhon SA	Belgium
429	6443	MEDROL	4mg	30	Tablet	Droguerie Fattal  S.A.L.	N.V. Upjhon SA	Belgium
6665	96448/11	MEDROLONE	40mg	1Vial	IV/IM	Abela Frères S.A.L.	Hikma Italia SpA	Italy
4444	2866/94	MEDROXY-PROGESTERONE ACETATE	5mg	24	Tablet, scored	Pharmapro	Mediphar Laboratories	Lebanon
903	208812/03	MEGACE	40mg/ml	240ml	O/S	Pacific pharma	Bristol-Myers Squibb Manufacturing Co Subsidiary of Bristol-Myers Squibb Company 	USA
2777	405633/00	MEGAMYLASE	200U	125ml	Sirop	Codipha	Pasquier	France
7426	186154/13	MEGAMYLASE	3,000U	24	Comprimé enrobé	Codipha	Rottendorf Pharma 	France
7450	185954/13	MEGAMYLASE	200U	125ml	Sirop	Codipha	Farmaclair	France
4064	194312/05	MEGION	0.5g	1vial+solvent		Mersaco	Sandoz GmbH	Austria
4065	194313/05	MEGION	0.25g	1vial+solvent		Mersaco	Sandoz GmbH	Austria
1684	25802	MELIX	5mg	30	Tablet	Mediterranean Pharmaceutical Company	Pharmaceuticals Lagap SA	Switzerland
831	25545 	MELLERIL	10mg	30	Dragée	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
832	1709	MELLERIL	25mg	50	Dragée	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
833	 24648/79	MELLERIL	100mg	30	Tablet	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
834	 24649/79	MELLERIL	0.2%	100ml	Suspension	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
2697	19101	MELROSUM		100ml	Syrup	Mersaco	A. Nattermann & Cie GmbH	Germany
8557	2215/1	MEMA TAD	10mg	28	Tablet, film coated	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
9091	170416/1	MEMA TAD	20mg	28	Tablet, film coated	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
9193	117217/1	MENCEVAX ACWY		(1+1)	Monodose Vial + Diluent	Food & Drug Corporation FDC	GlaxoSmithKline Biologicals SA	Belgium
3406	236209/98	MENOGON	75IU	5	Ampoule	Sadco	Ferring GmbH	Germany
7880	125914/1	MENOPUR	75IU	1Vial + 1Amp	Injectable powder and solvent for solution for injection	Sadco	Ferring GmbH	Germany
4950	26583/89	MENTOVIX		30g	Ointment	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7213	96358/11	MENVEO		0.5ml 	Powder and solution for solution for injection	Abela Frères S.A.L.	Novartis Vaccines and Diagnostics SRL	Italy
1500	16103	MEPHAMEZONE		3x1ml	Ampoule	Mectapharm S.A.L.	Mepha Ltd	Switzerland
1501	24012/79	MEPHANOL-100		50	Tablet	Mectapharm S.A.L.	Mepha Ltd	Switzerland
1502	24011/79	MEPHANOL-300		30	Tablet	Mectapharm S.A.L.	Mepha Ltd	Switzerland
4520	21463	MEPHICETINE	250mg	12	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon
4521	21464	MEPHICETINE	125mg/5ml	60ml	Suspension	Mephico S.A.L.	Mephico SAL	Lebanon
4522	22065	MEPHICYCLINE	250mg	16	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon
4526	22068	MEPHIPEN	250mg	16	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon
4527	22691	MEPHIPEN	500mg	16	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon
4528	22069	MEPHIPEN	125mg/5ml	60ml	Suspension	Mephico S.A.L.	Mephico SAL	Lebanon
4530	22692	MEPHIPEN	250mg/5ml	60ml	Suspension	Mephico S.A.L.	Mephico SAL	Lebanon
3471		MERCRYL LAURYLE		300ml	Solution	Sadco	Sanofi Winthrop	France
4531	79/95	MERCUROCHROME	2%	20ml	Solution	Mephico S.A.L.	Mephico SAL	Lebanon
4609	29	MERCUROCHROME	2%	15ml	Solution	Pharmadex	Pharmadex	Lebanon
770	261093/97	MERIONAL	75IU	10+10	Ampoule Lyophilisat & Ampoule Solvant	Alisar Pharma Corp	IBSA	Switzerland
6227	24677/07	MERIONAL	75IU	10Vials x10 Amp of solvent	Injection IM/SC	Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland
6228	24678/07	MERIONAL	150IU	10Vials x10Ampoules of solvent	Injection IM/SC	Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland
8044	155714/1	MEROPARON	1,000mg	10Vials	Injectable dry powder for solution for injection or infusion	Khalil Fattal & Fils S.A.L.	Sandoz GmbH	Austria
8045	155614/1	MEROPARON	500mg	10Vials	Injectable dry powder for solution for injection or infusion	Khalil Fattal & Fils S.A.L.	Sandoz GmbH	Austria
6877	97844/11	MEROPENEM HOSPIRA	500mg	10 Vials	powder for solution for injection or infusion	Pharmamed	Hospira UK Ltd	UK
6878	97845/11	MEROPENEM HOSPIRA	1g	10 Vials	powder for solution for injection or infusion	Pharmamed	Hospira UK Ltd	UK
7568	186633/13	MESNA-CELL	400mg	10Ampoules x4ml	Injectable solution	Drugstore 3U S.A.R.L.	Haupt Pharma Wolfratshausen GmbH	Germany
8297	128414/1	MESPORIN-2000 IV		1Vial	Injectable powder for solution for infusion	Mectapharm S.A.L.	Labesfal Laboratorios Almiro SA	Portugal
7888	108714/1	MESPORIN-500 IM		1Vial x 2ml	Injectable powder for solution+solvent	Mectapharm S.A.L.	Labesfal Laboratorios Almiro SA	Portugal
7887	108814/1	MESPORIN-500 IV		1Vial x 5ml	Injectable powder for solution+solvent	Mectapharm S.A.L.	Labesfal Laboratorios Almiro SA	Portugal
6732	97514/11	METADONE CLORIDRATO MOLTENI	5mg/ml	1000ml	Oral Solution	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
2239	974003/02	METALYSE	8.000U	1Vial/ 1Prefilled syringe	Injectable dry powder for solution+diluent	Mersaco	Boehringer Ingelheim Pharma KG for Boehringer Ingelheim International GmbH	Germany
6640	97533/11	METHADONE AP-HP	1mg	7	Capsule	Codipha	Bouchara Recordati	France
6641	97535/11	METHADONE AP-HP	5mg	7	Capsule	Codipha	Bouchara Recordati	France
6642	97538/11	METHADONE AP-HP	40mg	7	Capsule	Codipha	Bouchara Recordati	France
6643	97537/11	METHADONE AP-HP	20mg	7	Capsule	Codipha	Bouchara Recordati	France
6644	97536/11	METHADONE AP-HP	10mg	7	Capsule	Codipha	Bouchara Recordati	France
836	 1711/72	METHERGINE		100x1ml	Ampoule	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
838	 1712/72	METHERGINE		10ml	Gouttes	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
2784	27435	METHOTREXAT EBEWE	50mg	5 x 5ml	Ampoule	Codipha	Ebewe Pharma GesmbH.NFG.KG	Austria
2785	135395	METHOTREXAT EBEWE	500mg	1x5ml	Vial	Codipha	Ebewe Pharma GesmbH.NFG.KG	Austria
1410	21277/73	METHOTREXATE	2.5mg	100	Tablet	Droguerie Mercury S.A.L.	Lederle Laboratories Division American Cyanamid Company	USA
4445	2236/94	METHOTREXATE	2.5mg	100	Tablet, scored	Medapharm	Mediphar Laboratories	Lebanon
1793	26634	METHOTREXATE ROGER BELLON	20mg	1 + 1SOLV	Flacon	Mersaco	Bellon	France
1794	26635	METHOTREXATE ROGER BELLON	20mg	10	Flacon	Mersaco	Bellon	France
1795	26636	METHOTREXATE ROGER BELLON	50mg	1 + 1Solv	Flacon	Mersaco	Bellon	France
1796	26731	METHOTREXATE ROGER BELLON	500mg	1	Flacon	Mersaco	Bellon	France
1797	26632	METHOTREXATE ROGER BELLON	5mg	1 + 1Solv	Flacon	Mersaco	Bellon	France
1798	26633	METHOTREXATE ROGER BELLON	5mg	10	Flacon	Mersaco	Bellon	France
5935	218585/10	METHYL PREDNISOLONE MYLAN 120MG	120mg	20 Vials IM/IV	Injectable  powder for solution	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
5858	218714/10	METHYL PREDNISOLONE MYLAN 40MG	40mg	20 Vials  IM/IV	Injectable dry powder for solution 	Benta Trading Co s.a.l.	Benta SAL under license from Merck Generique France	Lebanon
2792	A1876/94	METHYLERGOMETRINE MALEATE INJ.	0.02%	100x1ml	Ampoule	Pharmacie Minapharm Halabi	Renaudin 	France
4835	2883/94	METOCLOPRAMIDE	10mg	40	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4836	2883/94	METOCLOPRAMIDE	10mg	1000	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1687	24869/80	METROLAG	500mg	10	Vaginal	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
1688		METROLAG		60ml	Oral Suspension	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
2795	C0981/92	METRONIDAZOLE INJ.	500mg	24x100ml	Vial	Pharmacie Minapharm Halabi	Renaudin 	France
2796	208284/03	METRONIDAZOLE INJECTION USP	USP 5mg/ml	25Vials x 100ml	Infusion Bottle	Pharmacie Minapharm Halabi	Rotex Medica	Germany
4533	22062	MEVIX		20g	Ointment	Mephico S.A.L.	Mephico SAL	Lebanon
1863	208671/03	MEZACOL 400	400mg	20	Tablet, enteric coated	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
2218	236862/99	MICARDIS	40mg	14	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2264	236863/99	MICARDIS	80mg	14	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2311	974084/02	MICARDIS PLUS	40mg/12.5mg	14	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2319	974083/02	MICARDIS PLUS	40mg/12.5mg	28	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2325	974086/02	MICARDIS PLUS	80mg/12.5mg	14	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
5852	218738/10	MICARDIS PLUS	80mg/25mg	28	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
4886	26581/89	MICONAZ	2 %	30ml	Tincture	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4888	208472/97	MICOSONE		15g	Cream	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1730	148235/03	MIDROXIL	500mg	12	Capsule	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
1729	148236/03	MIDROXIL 250		60ml	Dry suspension	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
681	2116/72	MIGRIL		10	Tablet	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
2405	26366	MINALFENE	150mg	30	Comprimé blister	Cesar Chalhoub et Fils	Dr E. Bouchara	France
409	20467	MINIDIAB	5mg	30	Tablet	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy
3689	24198/79	MINIHEP LEO	5,000IU	15x0.2ml	Ampoule	UPO S.A.L.	Leo Pharmaceutical Products	Denmark
3201	23880/78	MINIPRESS	1mg	30	Tablet	Mectapharm S.A.L.	Pfizer Corporation	Belgium
3202	23881/78	MINIPRESS	2mg	30	Tablet	Mectapharm S.A.L.	Pfizer Corporation	Belgium
3216	23882/78	MINIPRESS	5mg	30	Tablet	Mectapharm S.A.L.	Pfizer Corporation	Belgium
3407	135390	MINIRIN	0.1mg	30	Tablet	Sadco	Ferring International Center SA	Switzerland
3408		MINIRIN	0.2mg	30	Tablet	Sadco	Ferring International Center SA	Switzerland
3409	27868	MINIRIN	10µg/dose	5ml	Nasal Spray	Sadco	Ferring GmbH	Germany
8966	176816/1	MINIRIN	4mcg/ml	10x1ml	Injectable solution	Sadco	Ferring GmbH	Germany
1411	38876	MINOCIN	50mg	30	Capsule	Droguerie Mercury S.A.L.	Lederle Laboratories Division American Cyanamid Company	USA
2666	24100/79	MINOVIT SUPER		1Kg	Poudre	No Agent	Intervet International BV	The Netherlands
2674	24101/79	MINOVIT SUPER		5Kg	Poudre	No Agent	Intervet International BV	The Netherlands
2675	24102/79	MINOVIT SUPER		25Kg	Poudre	No Agent	Intervet International BV	The Netherlands
3680	236697	MIOCAMEN	600mg	12	Tablet	Sadco	A. Menarini	Italy
3681	236698	MIOCAMEN		30g	Granulate for oral  suspension	Sadco	A. Menarini	Italy
2006	405526/00	MIOCHOL-E	10%		Intraocular solution with electrolyte diluent	Spephal S.A.L.	OMJ Pharmaceutical Inc	USA
