MoPHCode	RegistrationNumber	DrugName	Presentation	Form	Agent	Manufacturer	Country	PublicPrice	Stratum
4649	27807/94	MUCOTAL ADULTE	150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	308444	A1
4650	27808/94	MUCOTAL PEDIATRIQUE	150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	298205	A1
4651	27809/94	MUCOTAL PROMETHAZINE	150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	243172	A1
5859	218109/09	MUCOVIC FORTE	100ml	Oral solution sans sucre	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	293086	A1
11451	30523/1	MUCOVIC FORTE	150ml	Oral solution sans sucre	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	440268	A1
3491	208592/03	MUCUM	100ml	Syrup, sugar free	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	98101	A1
10296	143819/1	MUCUS RELIEF DM	Box of 10	Tablet	Medis Pharm Drugstore	Allegiant Health	USA	413903	A1
11227	132620/1	MUKORAL	20	Tablet	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	201576	A1
12084	7521/1	MUKORAL	150ml	Syrup	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	341336	A1
7677	186974/14	MUREX	5	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	679984	A1
10647	108216/1	MUREX	60ml	powder for oral suspension	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	528130	A1
9039	108416/1	MUREX 200	8	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	430030	A1
4652	194751/04	MUSCEROL 2	20	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	177899	A1
7602	187181/13	MUSCEROL 3	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	593850	A1
4653	194752/04	MUSCEROL EXTRA	20	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	267489	A1
10519	100520/1	MVASI	1Vialx4ml	Concentrate for solution for infusion	Mersaco	Amgen Manufacturing Ltd	USA	17173671	D
10520	100620/1	MVASI	1Vialx16ml	Concentrate for solution for infusion	Mersaco	Amgen Manufacturing Ltd	USA	58035926	E1
10116	189019/1	MYCAMINE		for infusion	Khalil Fattal & Fils S.A.L.	Astellas Pharma Tech Co, Ltd Takaoka Plant	Japan	13170341	D
4612	22581	MYCICORT	10ml	Drops suspension	Pharmadex	Pharmadex	Lebanon	166381	A1
4613	22577	MYCICORT	30g	Ointment	Pharmadex	Pharmadex	Lebanon	485063	A1
11310	105717/1	MYCODERM-V	40g	Vaginal cream	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries 	Jordan	361494	A1
6687	218913/10	MYCOHEAL	40g	Oral gel	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	210983	A1
3902	194782/04	MYCOSTER	3ml	Film forming solution for topical application	Mersaco	Pierre Fabre Medicament Production	France	756583	A2
11788	130023/1	MYCOSTER	3ml	Film forming solution for topical application	Mersaco	Pierre Fabre Medicament Production	France	756583	A2
11986	130223/1	MYCOSTER	30g	Cream	Mersaco	Pierre Fabre Medicament Production	France	284895	A1
5683	18987	MYDOCALM	30	Tablet, film coated	Levant Alie Houses S.A.L.	Labatec Farmaceutica SA	Portugal	839902	A2
11675	139123/1	MYDRIACYL	15ml	Ophtalmic solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	430030	A1
10518	61320/1	MYFORTIC	120	Tablet, gastroresistant	Khalil Fattal & Fils S.A.L.	Novartis Pharma Produktions GmbH, Wehr	Germany	20324991	D
10226	17620/1	MYLOTARG	1Vial	Injection for intravenous infusion only	Droguerie Fattal  S.A.L.	Wyeth Pharmaceutical Division of Wyeth Holding LLC	USA	748160090	E2
7912	186807/14	MYORA	50	Tablet, film coated	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	3643157	B
8281	9815/1	MYOZYME 	1Vial	Powder for concentrate for solution for infusion	Mersaco	Genzyme Ireland Ltd	Ireland	56536307	E1
4324	208886/03	MYXEN	10	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	755112	A2
4325	208885/03	MYXEN	1	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	255970	A1
4326	208035/03	MYXEN	35ml	Powder for suspension	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	793507	A2
6400	221671/08	NADIXA	25g	Cream	Spephal S.A.L.	Ferrer Internacional SA	Spain	850652	A2
11032	101819/1	NAFLOX	10ml	Eye drops	Pharmamedic S.A.R.L.	Farmigea SpA	Italy	370901	A1
6441	219226/09	NAFTILUX 	20	Gélules	Droguerie R. Pharaon & Fils S.A.L.	Millmount Healthcare Limited	Ireland	432717	A1
11594	115123/1	NAFTIPRAX	30	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Benta Lyon, France for Benta SAL	Lebanon	614328	A1
12029	30524/1	NAJAT	28	Tablet, coated	Raymond Georges Abou Adal & Co	Naari Pharma Private Limited	India	417935	A1
5047	24125/06	NALBUPHINE RENAUDIN 1%	10ampoules	solution injectable	Minapharm Halabi	Renaudin 	France	1181238	A2
5811	218025/09	NANOFIB	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1371615	B
3074	27365	NAPHCON A	15ml	Ophtalmic solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	369557	A1
9823	158918/1	NAPROXENE SODIQUE ARROW	16	Comprimé pelliculé sécable	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	255330	A1
10153	70916/1	NARIX	12ml	Nasal spray	Pharmapro	Mediphar Laboratories	Lebanon	518339	A1
1781	974473/00	NASACORT AQ	120Spray	Nasal Spray	Mersaco	Recipharm HC Limited	UK	1003850	A2
11400	62022/1	NASACORT AQ	120Spray	Nasal Spray	Mersaco	Recipharm HC Limited	UK	1003850	A2
9600	103318/1	NASONEX	120 Puffs	Aqueous Nasal Spray	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium	529474	A1
4446	194499/06	NAUSETRON	10	Tablet, scored	Pharmapro	Mediphar Laboratories	Lebanon	1023880	A2
9491	118016/1	NAUSETRON	100ml	Oral solution	Pharmapro	Mediphar Laboratories	Lebanon	958608	A2
9928	67919/1	NAUSETRON	60ml	Oral solution	Pharmapro	Mediphar Laboratories	Lebanon	802466	A2
4447	973305/01	NAUZEX	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	258530	A1
2805	208848/03	NAVELBINE	1	Capsule, soft 	Mersaco	Fareva Pau	France	4048997	B
2813	208849/03	NAVELBINE	1	Capsule, soft 	Mersaco	Fareva Pau	France	6072824	B
9330	123315/1	NAXIDERM	30g	Topical gel	Pharmapro	Mediphar Laboratories	Lebanon	826783	A2
4262	974046/02	NEANXETIN	14	Capsule	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	422351	A1
3686	236734	NEBILET	30	Tablet	Mersaco	Berlin Chemie AG	Germany	694767	A1
6338	96410/11	NEBILET PLUS	30	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	716268	A1
6339	96411/11	NEBILET PLUS	30	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	716268	A1
10973	51122/1	NEBIVOLOL BIOGARAN	30	Comprimés quadrisecables 	Commercial and Trading Ressources SAL (CTR)	Stada Arzneimittel AG	Germany	529474	A1
5717	219710/09	NEGACEF	10Vials	IM/IV	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	4421242	B
9919	55619/1	NEO SULFA	12g	Powder	Pharmadex	Pharmadex	Lebanon	151022	A1
2289	38852	NEO-CODION	20	Comprimés enrobés	Pharmamedic S.A.R.L.	Sophartex	France	258018	A1
5343	222447/08	NEOGRASTIM 30	1ml	Injectable SC/IV	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1970969	B
12067	51823/1	NEOOPRAZOLE	56	Capsule, hard, gastro-resistant	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	407184	A1
12199	129924/1	NEO-PAN	10Ampoules x 2ml	Solution for injection	New Allpharma	Medochemie Ltd	Cyprus	483783	A1
12113	69924/1	NEOSET	1Ampoule	Solution for IV injection	New Europharm	Deva Holding AS	Turkey	405840	A1
8578	13416/1	NEOSTIGMINE RENAUDIN	10 ampoules 	Injectable solution	Minapharm Halabi	Renaudin 	France	2460576	B
8691	171415/1	NEPHARED	1vial	Injectable powder for solution	Drugstore 3U S.A.R.L.	Neon Laboratories Limited	India	469001	A1
9411	151916/1	NEPHARED	1vial	Injectable powder for solution	Drugstore 3U S.A.R.L.	Neon Laboratories Limited	India	188138	A1
7339	96652/12	NEPINE	60	Tablet	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon	5921678	C
7857	186458/12	NERVAX	20	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	513348	A1
7858	186459/12	NERVAX	60	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1955291	B
6360	218050/09	NETILDEX	5ml	Eye drops solution	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy	752552	A2
7839	80314/1	NETTACIN	5ml	Eye drops solution	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy	681328	A1
8957	151016/1	NETTACIN	5g	Ophtalmic Ointment	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy	593978	A1
7966	4915/1	NEULASTIM	1Prefilled syringe x 0.6ml		Mersaco	Amgen Europe BV	The Netherlands	56925965	E1
9245	78417/1	NEUMOTROPIO	30 Hard capsules (2bottles of 15capsules and 1zephir inhaler)	Inhalation powder	Abela Frères S.A.L.	Pharmaline under license from Exeltis Healthcare SL, Spain	Lebanon	3115844	B
7965	4815/1	NEUPOGEN	1Prefilled syringe x 0.5ml	Injectable solution	Mersaco	Amgen Europe BV	The Netherlands	5250393	B
9450	69118/1	NEUPRO	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	4427961	B
9451	69218/1	NEUPRO	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	7292823	C
9452	69318/1	NEUPRO	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	9427593	C
9453	69418/1	NEUPRO	28	Transdermal Patch	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	12394936	C
6879	167720/10	NEUREXAL	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	754856	A2
6880	167719/10	NEUREXAL	14	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	335577	A1
7732	48214/1	NEUREXAL	20	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	321754	A1
11811	55924/1	NEUREXAL	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	637365	A2
11491	154221	NEUROBION	20	Tablet, coated	Food & Drug Corporation FDC	P&G Health Austria GmbH & Co. OG.	Austria	364181	A1
11492	154321	NEUROBION	30	Tablet, coated	Food & Drug Corporation FDC	P&G Health Austria GmbH & Co. OG.	Austria	550975	A1
11757	79222/1	NEUROBION	6Ampoules of 3ml	Solution for injection	Food & Drug Corporation FDC	Cenexi HSC	France	545600	A1
11758	79122/1	NEUROBION	3Ampoules of 3ml	Solution for injection	Food & Drug Corporation FDC	Cenexi HSC	France	287582	A1
9220	94817/1	NEUROMED	20	Tablet, coated	Pharmapro	Mediphar Laboratories	Lebanon	257250	A1
6645	221151/08	NEURONOX	1 Vial	Injectable lyophilised powder	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon	13011437	C
7956	186798/14	NEURONOX	1 Vial	Injectable lyophilised powder	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon	8904323	C
7957	186797/14	NEURONOX	1 Vial	Injectable lyophilised powder	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon	25175058	D
6569	218591/10	NEUROPLEX	50	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1290089	A2
6570	218590/10	NEUROPLEX	50	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1107326	A2
7597	186151/13	NEURORUBINE	5x3ml	Ampoule	Mectapharm S.A.L.	Haupt Pharma Wulfing GmbH	Germany	302365	A1
7666	186793/14	NEURORUBINE-FORTE	20	Tablet, film coated	Mectapharm S.A.L.	Acino Pharma AG	Switzerland	262049	A1
49	38699	NEUROTOP  RETARD	50	Tablet	Bellapharma S.A.R.L.	GL Pharma GmbH	Austria	931283	A2
531	973718/02	NEUROTOP RETARD	50	Tablet	Bellapharma S.A.R.L.	GL Pharma GmbH	Austria	1569608	B
1097	973354/01	NEUTROMAX	1Vial	Injectable	Droguerie Phenicia	BioSidus SAU	Argentine	2553301	B
10778	85821/1	NEVILOC	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	476104	A1
5319	221744/08	NEXAVAR	60	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Patheon France SAS	Germany	86139938	E2
1510	973437/01	NEXIUM	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	1005194	A2
1511	973436/01	NEXIUM	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	1138235	A2
6181	221697/10	NEXIUM	28 Sachets	Granules, gastroresistant, for oral suspension	Omnipharma	AstraZeneca AB	Sweden	1721462	B
11070	61421/1	NEXIUM	28 Sachets		Omnipharma	AstraZeneca AB	Sweden	1721462	B
11217	97821/1	NEXIUM	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	1005194	A2
11218	97921/1	NEXIUM	28	Tablet, gastroresistant	Omnipharma	AstraZeneca AB	Sweden	1138235	A2
11461	61321/1	NEXIUM	10	Injectable powder for solution for injection and infusion	Omnipharma	AstraZeneca AB	Sweden	5254424	B
7840	222479/08	NEXPRAZOL 20	10	Tablet, enteric coated	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon	275168	A1
10835	149520/1	NICARDIPINE ARROW	boite de 10ampoules	Solution injectable	Darapharma S.A.L.	Haupt Pharma Livron SAS	France	2590928	B
11931	110623/1	NICARDIPINE MEDIS	5Ampoules of 10ml	IV solution for injection	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	1295464	A2
9023	174216/1	NICORANDIL BIOGARAN	30	Comprimes	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	822432	A2
9024	174116/1	NICORANDIL BIOGARAN	30	Comprimes secables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	431373	A1
11388	65921/1	NICORANDIL BIOGARAN	30	Comprimes secables	Commercial and Trading Ressources SAL (CTR)	Holsten Pharma GmbH	Germany	431373	A1
11389	66021/1	NICORANDIL BIOGARAN	30	Comprimes	Commercial and Trading Ressources SAL (CTR)	Holsten Pharma GmbH	Germany	822432	A2
10205	172419/1	NICTUR	15ml	Oral solution	Mediterranean Pharmaceutical Company	Laboratorio Reig Jofre SA	Spain	5270550	B
6681	167745/11	NIFELAT 30 LA	30	Tablet, prolonged release	Droguerie Columbus	Remedica Ltd 	Cyprus	1007882	A2
6682	167744/11	NIFELAT 60 LA	30	Tablet, prolonged release	Droguerie Columbus	Remedica Ltd 	Cyprus	1290089	A2
7167	96655/12	NIFELAT R	30	Tablet, sustained release	Droguerie Columbus	Remedica Ltd 	Cyprus	388370	A1
10773	6821/1	NIFE-PAR	30ml	Oral solution	Mediterranean Pharmaceutical Company	Laboratorio Reig Jofre SA	Spain	38120008	E1
9489	22018/1	NIMBEX	5Ampoules x 10ml	Injectable	Abela Frères S.A.L.	GlaxoSmithKline Manufacturing SpA	Italy	2010388	B
11925	127322/1	NIMBEX	5Ampoules x 10ml	Injectable	Abela Frères S.A.L.	Aspen SA Sterile Operations (pty) Ltd	South Africa	2010388	B
11243	43320	NIMENRIX	1Vial powder + 1Prefilled syringe solvent +2needles (1dose 0.5ml)	Powder and solvent for solution in pre-filled syringe conjugate vaccine	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV 	Belgium	4483059	B
2688	261012	NIMOTOP	Box of 30 	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	581884	A1
9172	64917/1	NINLARO	3 packs of 1 hard capsule	Capsule, hard	Century Pharma SAL	Takeda Ireland Ltd	Ireland	388991058	E2
9173	64817/1	NINLARO	3 packs of 1 hard capsule	Capsule, hard	Century Pharma SAL	Takeda Ireland Ltd	Ireland	348420676	E2
9174	64717/1	NINLARO	3 packs of 1 hard capsule	Capsule, hard	Century Pharma SAL	Takeda Ireland Ltd	Ireland	272619919	E2
6599	166529/11	NITRODERM TTS 5	10	Patch	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon	683159	A1
11494	54023/1	NITROFURANTOIN	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	972942	A2
9921	51218/1	NITROGLICERINA BIOINDUSTRIA L.I.M.	1Flacon x 50ml	Concentrate for solution for intravenous infusion	Mediterranean Pharmaceutical Company	Bioindustria L.I.M. SpA	Italy	1057604	A2
8421	92215/1	NITROJECT INJECTION	5Vials x 10ml		Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada	7018889	B
11493	160820/1	NIVESTIM	5Prefilled syringes 	Injectable solution for injection/ infusion	Food & Drug Corporation FDC	Hospira Zagreb D.O.O.	Croatia	17110745	D
12188	18922/1	NIVOL	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	590011	A1
12189	19022/1	NIVOL PLUS	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	609209	A1
12229	70523/1	NIZORTAN	28	Tablet	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	455563	A1
12230	70523/1	NIZORTAN	28	Tablet	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	598010	A1
10198	5520/1	NOMAL	100	Tablet	Pharmadex	Pharmadex	Lebanon	305884	A1
1137	208273/96	NOPAIN DS	10	Tablet, film coated	Abela Frères S.A.L.	Al-Hikma Pharmaceuticals	Jordan	235172	A1
10114	99119/1	NORADRENALINE HIKMA	10Ampoules	Concentrate for solution for infusion	Abela Frères S.A.L.	Hikma Italy SpA	Italy	1279338	A2
5213	24352/06	NORADRENALINE NOREPINEPHRINE (tartrate) Aguettant	4ml x 10amp	concentrate for solution for infusion	Pharmamed	Aguettant	France	1896162	B
11513	73421/1	NORADRENALINE NOREPINEPHRINE (tartrate) Aguettant	4ml x 10amp	concentrate for solution for infusion	Pharmamed	Haupt Pharma Livron	France	1896162	B
2871	148228/03	NORADRENALINE RENAUDIN	10Ampoules	Injectable solution (IV) Sans conservateur	Minapharm Halabi	Renaudin 	France	2000981	B
2014	208835/03	NORDITROPIN NORDIFLEX	1 x 1.5ml	Prefilled pen	Mersaco	Novo Nordisk AS	Denmark	7582922	C
2015	208834/03	NORDITROPIN NORDIFLEX	1 x 1.5ml	Prefilled pen	Mersaco	Novo Nordisk AS	Denmark	14532052	D
11829	20224/1	NORFEN 400	30	FCT	Droguerie Phenicia	Normon SA	Spain	173356	A1
8573	63114/1	NORGESIC	30	Tablet	Omnipharma	Fine Foods & Pharmaceuticals N.T.M., SpA	Italy	412560	A1
6938	96590/12	NORMIGORE	28	Tablet, film coated	Raymond Georges Abou Adal & Co	Adamed Pharma S.A. Ksawerow, Poland  for Arwan Pharmaceutical Industries Lebanon SAL 	Lebanon	1184117	B
3755	405931/00	NORMIX SIROP	60ml	Granules for oral  suspension	Droguerie Phenicia	Alfasigma SpA	Italy	477064	A1
3754	405939/00	NORMIX TAB	12	Tablet, film coated	Droguerie Phenicia	Alfasigma SpA	Italy	827807	A2
8526	119815/1	NORMOCOXIB	30	Capsule, hard	Droguerie Phenicia	Normon SA	Spain	798242	A2
11817	20024/1	NORMODEX	20	FCT	Droguerie Phenicia	Normon SA	Spain	279519	A1
11956	20124/1	NORMODEX	6Ampoules of 2ml	Solution for injection / infusion	Droguerie Phenicia	Normon SA	Spain	329241	A1
7710	186056/13	NORMOPRIL	28	Tablet	Droguerie Phenicia	Normon SA	Spain	229797	A1
7711	186057/13	NORMOPRIL	28	Tablet	Droguerie Phenicia	Normon SA	Spain	474376	A1
7712	186058/13	NORMOPRIL	28	Tablet	Droguerie Phenicia	Normon SA	Spain	599354	A1
4327	25618	NOROXIN	14	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	574653	A1
10221	86518/1	NOSPAZM	30	Tablet, film coated	BroadMed SAL	Pharmactive Ilac San. ve Tic. AS	Turkey	282207	A1
12142	99023/1	NOSTIFIX	8	Tablet	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia	976973	A2
12143	99123/1	NOSTIFIX	2	Tablet	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia	248611	A1
7455	185829/13	NOVADOM	30	Tablet	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	278175	A1
7980	89114/1	NOVOEIGHT	1Vial	Injectable powder and solvent for solution	Mersaco	Novo Nordisk AS	Denmark	29783973	D
2016	208836/03	NOVOMIX 30	5 x 3ml Prefilled pen	Flexpen	Mersaco	Novo Nordisk AS	Denmark	4264012	B
8085	145114/1	NOVOMIX 30	5 x 3ml Prefilled pen	Flexpen	Mersaco	Novo Nordisk Production SAS, Chartres	France	4264012	B
8111	42415/1	NOVOMIX 30	5 x 3ml Prefilled pen	Flexpen	Mersaco	Novo Nordisk Produçao Farmacêutica Do Brazil Ltda	Brazil	4264012	B
2010	973042/01	NOVONORM	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	666546	A1
2036	236884/99	NOVONORM	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	475720	A1
2038	236882/99	NOVONORM	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	571133	A1
2017	208837/03	NOVORAPID FLEXPEN	5 x 3ml Prefilled pen		Mersaco	Novo Nordisk AS	Denmark	3123090	B
8087	145214/1	NOVORAPID FLEXPEN	5 x 3ml Prefilled pen		Mersaco	Novo Nordisk Production SAS, Chartres	France	3123090	B
8113	42615/1	NOVORAPID FLEXPEN	5 x 3ml Prefilled pen		Mersaco	Novo Nordisk Produçao Farmacêutica Do Brazil Ltda	Brazil	3123090	B
5539	218018/09	NOVOSEVEN RT	1	Injectable powder (Vial) and solvent for solution (in prefilled syringe)	Mersaco	Novo Nordisk AS	Denmark	110192512	E2
5540	218019/09	NOVOSEVEN RT	1	Injectable powder (Vial) and solvent for solution (in prefilled syringe)	Mersaco	Novo Nordisk AS	Denmark	60204155	E1
5541	218017/09	NOVOSEVEN RT	1	Injectable powder (Vial) and solvent for solution (in prefilled syringe)	Mersaco	Novo Nordisk AS	Denmark	275482577	E2
9817	109318/1	NOXAFIL	24	Tablet, gastroresistant	Droguerie de l'Union	N.V. Organon	The Netherlands	62027714	E1
10336	183019/1	NOZAMET	10	Film, orodispersible	IPS "Integrated Pharma Solutions SARL"	Packed by Pharmadex SAL Lebanon under license from APR Applied Pharma Research SA, Switzerland	Lebanon	3234181	B
10337	183119/1	NOZAMET	10	Film, orodispersible	IPS "Integrated Pharma Solutions SARL"	Packed by Pharmadex SAL Lebanon under license from APR Applied Pharma Research SA, Switzerland	Lebanon	6075448	B
10435	115220/1	NOZENTRIX	10	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Pharmathen SA, Greece (Bulk manufacturer)	Lebanon	1075074	B
7521	186525/13	NPLATE	1 Vial	Injectable powder for solution	Mersaco	Amgen Europe BV	The Netherlands	67369332	E1
10645	126320/1	NUBEQA	112	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Orion Corporation Orion Pharma	Finland	470558010	E2
2731	26932	NUCLEO C.M.P. FORTE	30	Capsule	Spephal S.A.L.	Ferrer Internacional SA	Spain	448843	A1
9322	171417/1	NUCLEOBUVIR	28	Tablet, film coated	Sigmamed SARL	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	50670440	E1
8408	126515/1	NU-SEALS	56	Tablet, enteric coated	Droguerie de l'Union	Chanelle Medical	Ireland	403153	A1
8826	93216/1	NUTRYELT	10 ampoules x 10ml	Solution a diluer pour perfusion IV	Droguerie Solupharm SAL	Aguettant	France	3483240	B
2936	208819/03	NUVARING	1Sachet	Vaginal Ring	Droguerie de l'Union	N.V. Organon	The Netherlands	1052229	A2
8558	9516/1	NUWIQ	1powder vial + 1prefilled syringe, 1butterfly needle, 2alcohol swabs+ 1vial adapter	Powder and solvent for solution for injection for IV use	Mediterranean Pharmaceutical Company	Octapharma AB	Sweden	47418699	E1
