MoPHCode	RegistrationNumber	ResponsibleParty	ResponsiblePartyCountry	CargoShippingTerms
10663	98721/1/1	Pfizer Europe MA EEIG	Belgium	CIF
11271	117122/1			FOB
11452	27223/1	Hikma Pharmaceuticals	Jordan	CIF
8521	1816/1	Pfizer Inc	USA	CIF
10664	108521/1	Pfizer Europe MA EEIG	Belgium	CIF
11272	117222/1			FOB
11453	27023/1	Hikma Pharmaceuticals	Jordan	CIF
11454	27123/1	Hikma Pharmaceuticals	Jordan	CIF
8522	1916/1	Pfizer Inc	USA	CIF
10665	108421/1	Pfizer Europe MA EEIG	Belgium	CIF
11273	117322/1			FOB
9993	20719/1	Novartis Pharma AG	Switzerland	CIF
9674	100418/1	Eli Lilly and Company	USA	CIF
9675	100218/1	Eli Lilly and Company	USA	CIF
9676	100318/1	Eli Lilly and Company	USA	CIF
5897	218674/10	Novartis Pharma AG	Switzerland	CIF
10482	2320/1	Arrow Génériques	France	FOB
11381	113121/1	Laboratoires Biogaran	France	CIF
6930	96704/12	Novartis Pharma AG	Switzerland	CIF
10483	2420/1	Arrow Génériques	France	FOB
11382	113221/1	Laboratoires Biogaran	France	CIF
10481	2220/1	Arrow Génériques	France	FOB
11380	113021/1	Laboratoires Biogaran	France	CIF
10824	130016/1	Novartis Pharma AG	Switzerland	CIF
11837	34623/1	Novartis Europharm Limited	Ireland	CIF
11479	152320/1	Hikma Pharmaceuticals	Jordan	CIF
11838	34423/1	Novartis Europharm Limited	Ireland	CIF
11480	152420/1	Hikma Pharmaceuticals	Jordan	CIF
11839	34523/1	Novartis Europharm Limited	Ireland	CIF
11481	152520/1	Hikma Pharmaceuticals	Jordan	CIF
10317	149519/1	Pfizer Europe MA EEIG	Belgium	CIF
10318	1494/19	Pfizer Europe MA EEIG	Belgium	CIF
10596	180920/1	Janssen Cilag  International NV	Belgium	CIF
11623	41523/1	Hikma Pharmaceuticals	Jordan	CIF
10597	180820/1	Janssen Cilag  International NV	Belgium	CIF
11002	32821/1	Novartis Pharma AG	Switzerland	CIF
11003	32721/1	Novartis Pharma AG	Switzerland	CIF
11014	32921/1	Novartis Pharma AG	Switzerland	CIF
10486	137319/1	Pfizer Europe MA EEIG	Belgium	CIF
11769	152418/1	Hikma Pharmaceuticals	Jordan	CIF
10708	62120/1	AqVida GmbH	Germany	FOB
10487	137519/1	Pfizer Europe MA EEIG	Belgium	CIF
11770	152518/1	Hikma Pharmaceuticals	Jordan	CIF
10488	137419/1	Pfizer Europe MA EEIG	Belgium	CIF
11771	152618/1	Hikma Pharmaceuticals	Jordan	CIF
10709	62220/1	AqVida GmbH	Germany	FOB
5319	221744/08	Bayer AG	Germany	CIF
8792	120716/1	Novartis Pharma AG	Switzerland	CIF
8791	120616/1	Novartis Pharma AG	Switzerland	CIF
10007	13819/1	Bayer (Schweiz) AG	Switzerland	CIF
9629	70718/1	Ipsen Pharma 	France	CIF
9630	70818/1	Ipsen Pharma 	France	CIF
9631	70918/1	Ipsen Pharma 	France	CIF
8720	76016/1	Eisai Europe Limited	UK	CIF
8719	76116/1	Eisai Europe Limited	UK	CIF
8525	161215/1	Boehringer Ingelheim International GmbH 	Germany	CIF
8524	161315/1	Boehringer Ingelheim International GmbH 	Germany	CIF
9659	183417/1	Novartis Pharma AG	Switzerland	CIF
10293	128719/1	Novartis Pharma AG	Switzerland	CIF
10810	89321/1			FOB
11668	130723/1			FOB
5574	219561/09	F. Hoffmann La Roche Ltd	Switzerland	CIF
11602	107223/1	Reliance Life Sciences pvt Ltd	India	CIF
9384	42018/1	Sandoz GmbH	Austria	CIF
11622	14023/1	Pfizer Europe MA EEIG	Belgium	CIF
10673	195819/1	Hikma Pharmaceuticals	Jordan	CIF
10029	125619/1	Aryogen Pharmed	Iran	CIF
10809	89121/1			FOB
11669	6424/1			FOB
5573	219565/09	F. Hoffmann La Roche Ltd	Switzerland	CIF
11603	107123/1	Reliance Life Sciences pvt Ltd	India	CIF
9383	41818/1	Sandoz GmbH	Austria	CIF
9385	41918/1	Sandoz GmbH	Austria	CIF
11621	13923/1	Pfizer Europe MA EEIG	Belgium	CIF
10674	195919/1	Hikma Pharmaceuticals	Jordan	FOB
10030	125719/1	Aryogen Pharmed	Iran	CIF
8201	55715/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
9688	147918/1	Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc	USA	CIF
8899	167016/1	Janssen Cilag  International NV	Belgium	CIF
10905	113921/1	Janssen Cilag  International NV	Belgium	CIF
10326	200319/1	Aryogen Pharmed	Iran	CIF
8053	11015/1	F. Hoffmann La Roche Ltd	Switzerland	CIF
9458	53618/1	F. Hoffmann La Roche Ltd	Switzerland	CIF
10653	177019/1	Hikma Pharmaceuticals	Jordan	FOB
9394	138015/1			FOB
11519	114723/1	Biosimilars Newco Limited	UK	CIF
11584	106823/1	Reliance Life Sciences pvt Ltd	India	CIF
10212	38220/1	pfizer Canada ULC	Canada	CIF
10327	200219/1	Aryogen Pharmed	Iran	CIF
10652	176919/1	Hikma Pharmaceuticals	Jordan	CIF
10211	38120/1	pfizer Canada ULC	Canada	CIF
10044	140319/1	Amgen Europe BV	The Netherlands	CIF
7629	187053/13	F. Hoffmann La Roche Ltd	Switzerland	FOB
7753	62914/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
7754	63014/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
5502	221699/08			CIF
7237	187460/13	Amgen Europe BV	The Netherlands	CIF
7238	187459/13	Amgen Europe BV	The Netherlands	CIF
8331	120715/1	Bristol-Myers Squibb Company	USA	CIF
8332	120615/1	Bristol-Myers Squibb Company	USA	CIF
8239	68815/1	Merck Sharp & Dohme Corp	USA	FOB
10033	74419/1	AstraZeneca UK Ltd	UK	CIF
11729	74419/1	AstraZeneca UK Ltd	UK	CIF
10034	74319/1	AstraZeneca UK Ltd	UK	CIF
11728	124/1	AstraZeneca UK Ltd	UK	CIF
10358	179019/1	Merck Serono SA	Switzerland	CIF
8901	182416/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
10381	181919/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
5555	221326/08			CIF
6110	167517/10	F. Hoffmann La Roche Ltd	Switzerland	CIF
11596	106923/1	Reliance Life Sciences pvt Ltd	India	CIF
10794	96821/1			FOB
11667	6524/1			FOB
10520	100620/1	Amgen Technology (Ireland) Unlimited Company	Ireland	CIF
10325	175319/1	Aryogen Pharmed	Iran	CIF
10249	100220/1	Pfizer Inc	USA	CIF
5554	221325/08	F. Hoffmann La Roche Ltd	Switzerland	CIF
6109	167512/10	F. Hoffmann La Roche Ltd	Switzerland	CIF
11597	107023/1		India	CIF
11666	130823/1			FOB
10795	96721/1			FOB
10519	100520/1	Amgen Technology (Ireland) Unlimited Company	Ireland	CIF
10324	175219/1	Aryogen Pharmed	Iran	CIF
10287	100120/1	Pfizer Inc	USA	CIF
8492	131415/1	Eli Lilly and Company Indianapolis	USA	CIF
8493	131515/1	Eli Lilly and Company Indianapolis	USA	CIF
10226	17620/1	Wyeth Pharmaceutical LLC	USA	CIF
7938	80114/1	Bristol-Myers Squibb Company	USA	CIF
7970	119414/1	Takeda Pharma AS	Denmark	CIF
8498	161415/1	Amgen Inc	USA	CIF
6655	219213/09			FOB
6656	219214/09			FOB
6405	218692/10	Vianex SA	Greece	CIF
2250	78977			CIF
6469	219212/09			FOB
7670	187070/13	Hikma Pharmaceuticals	Jordan	CIF
6903	97958/12			FOB
8488	99515/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
6383	218856/09			FOB
10954	23122/1	GP-Pharm, SA	Argentine	CIF
10661	221168/08	Bioprofarma Bago SA	Argentine	CIF
5150	23718/06	Sanofi Aventis	France	CIF
11522	20420/1	Sandoz Pharmaceuticals AG	Switzerland	CIF
8487	99415/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
6384	218855/09			FOB
10953	137121/1	GP-Pharm, SA	Argentine	CIF
6325	221167/08	Bioprofarma S.A.	Argentine	CIF
10660	12821	Bioprofarma Bago SA	Argentine	CIF
9498	76118/1	Janssen Cilag  International NV	Belgium	CIF
10328	138619/1	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	CIF
9386	186162/13			FOB
10687	189319/1			FOB
9477	146117/1	Accord Healthcare Limited	UK	CIF
11619	110122/1	Pharminicio SL	Spain	CIF
10598	87420/1	Neapolis Pharma	Tunisia	CIF
11269	177320/1			FOB
10819	96420/1	Hexal AG	Germany	CIF
8499	150015/1	Onyx Pharmaceuticals Inc	USA	CIF
9172	64917/1	Takeda Pharma AS	Denmark	CIF
9173	64817/1	Takeda Pharma AS	Denmark	CIF
9174	64717/1	Takeda Pharma AS	Denmark	CIF
8338	222942/14	F. Hoffmann La Roche Ltd	Switzerland	FOB
10371	70120/1	AstraZeneca UK Ltd	UK	CIF
10372	70020/1	AstraZeneca UK Ltd	UK	CIF
9831	80619/1	Pfizer Inc	USA	CIF
9832	80519/1	Pfizer Inc	USA	CIF
11317	53223/1	Porton Biopharma Limited	UK	FOB
9300	60417/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
7495	96715/12	Hikma Pharmaceuticals	Jordan	CIF
2465	208973/03			CIF
11129	61522/1	United  biotech Ltd	India	CIF
10583	182220/1	Les Laboratoires Servier	France	CIF
10545	30020/1	Laboratoires Biogaran	France	CIF
9331	109717/1	Eisai Europe Limited	UK	FOB
7586	186625/13	Sanofi Aventis Groupe	France	CIF
11806	109123/1	Sanofi Winthrop Industrie	France	CIF
7638	186626/13	Sanofi Aventis Groupe	France	CIF
11807	109223/1	Sanofi Winthrop Industrie	France	CIF
9153	54917/1	Abbvie Inc	USA	CIF
9152	55017/1	Abbvie Inc	USA	CIF
9175	55117/1	Abbvie Inc	USA	CIF
9176	54817/1	Abbvie Inc	USA	CIF
11169	118621/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
11170	118721/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
1646	27242			CIF
5613	218788/09	AstraZeneca UK Ltd	UK	CIF
2806	27530	Ipsen Pharma 	France	CIF
2810	78978/98	Ipsen Pharma 	France	CIF
2811	236418/98	Ipsen Pharma 	France	CIF
5610	221996/09	Ferring GmbH	Germany	CIF
5611	221997/09	Ferring GmbH	Germany	CIF
11242	2723/1	Laboratoires Biogaran	France	CIF
10450	145120/1	Sandoz GmbH	Austria	CIF
11207	2823/1	Laboratoires Biogaran	France	CIF
6863	97210/12	AstraZeneca UK Ltd	UK	CIF
10988	79521/1	Ever Valinject GmbH 	Austria	CIF
10449	56020/1	Sandoz Pharmaceuticals AG	Switzerland	CIF
11511	92121/1	Laboratoires Juvisé Pharmaceuticals 	France	CIF
8881	103816/1	Accord Healthcare Limited	UK	CIF
11016	51722/1	Laboratoires Biogaran	France	CIF
11630	111122/1	Pharminicio SL	Spain	CIF
5889	222451/08			CIF
5158	24717/07			FOB
11512	92321/1	Laboratoires Juvisé Pharmaceuticals 	France	CIF
7960	92314/1	Astellas Pharma Europe BV	The Netherlands	CIF
11558	19123/1	Eugia Pharma Specialities Limited	India	CIF
9626	104818/1	Janssen Biotech Inc	USA	CIF
11677	126623/1	Janssen Cilag  International NV	Belgium	CIF
10645	126320/1	Bayer AG	Germany	CIF
10916	43821/1	Laboratoires Juvisé Pharmaceuticals 	France	CIF
11165	21122/1	Mabo-Farma SAU	Spain	CIF
11017	51322/1	Laboratoires Biogaran	France	CIF
7650	29014/1	Apotex Inc	Canada	CIF
8530	145315/1	Mabo-Farma SAU	Spain	CIF
5614	222472/08			FOB
890	236201/98	Novartis Pharma AG	Switzerland	CIF
7317	185831/13	Apotex Inc	Canada	CIF
6236	167184/10	Genepharm SARL	Greece	CIF
7306	218694/10	Benta SAL	Lebanon	FOB
7268	166631/11	Hikma Pharmaceuticals	Jordan	CIF
7694	25714/1	Arrow Génériques	France	CIF
11876	6323/1	Arrow Génériques	France	CIF
11019	51522/1	Laboratoires Biogaran	France	CIF
11013	166220/1	Neapolis Pharma	Tunisia	CIF
8979	132816/1	Accord Healthcare Limited	UK	CIF
7440	186512/13	Arrow Génériques	France	CIF
10599	19020/1	Laboratoires Biogaran	France	CIF
7688	187093/13	Genepharm SA	Greece	CIF
11629	110222/1	Pharminicio SL	Spain	CIF
6231	219265/09	Ferring GmbH	Germany	CIF
6232	219266/09	Ferring GmbH	Germany	CIF
10966	91022/1	Neapolis Pharma	Tunisia	CIF
10993	6421/1			FOB
11432	113920/1			FOB
10796	52919/1	Hikma Pharmaceuticals	Jordan	CIF
9365	171217/1	Janssen Cilag  International NV	Belgium	CIF
11691	152623/1			FOB
11552	120421/1	Apotex Inc	Canada	FOB
5343	222447/08			FOB
1097	973354/01			CIF
7965	4815/1	Amgen Europe BV	The Netherlands	CIF
11493	160820/1	Pfizer Europe MA EEIG	Belgium	CIF
6305	166848/11	Sandoz GmbH	Austria	CIF
10777	102719/1	Sandoz GmbH	Austria	CIF
7966	4915/1	Amgen Europe BV	The Netherlands	CIF
10448	60120/1	Sandoz GmbH, Kundl	Austria	CIF
3348	195076/04			CIF
10867	57317/1	BioSidus SAU	Argentine	CIF
3426	973729/02			CIF
10088	139419/1	Cinnagen Co 	Iran	CIF
10868	57217/1	BioSidus SAU	Argentine	CIF
11543	81221/1	Biogen Netherlands BV	The Netherlands	CIF
10084	139319/1	Cinnagen Co 	Iran	CIF
10723	84120/1	Biogen Netherlands BV	The Netherlands	CIF
10724	84220/1	Biogen Netherlands BV	The Netherlands	CIF
11463	42523/1	ZR Pharma & GmbH	Austria	FOB
11462	42423/1	ZR Pharma & GmbH	Austria	FOB
7276	185844/13	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
9046	32217/1	Serum Institute of India Pvt Ltd	India	CIF
9272	8315/1	Les Laboratoires Medis SA	Tunisia	CIF
7267	166612/11	Genzyme Europe BV	The Netherlands	CIF
11200	179217/1	Gador SA	Argentine	FOB
9917	34619/1	Genzyme Europe BV	The Netherlands	CIF
10518	61320/1	Novartis Pharma AG	Switzerland	CIF
3906	194122/05	F. Hoffmann La Roche	Switzerland	CIF
3907	194123/05	F. Hoffmann La Roche	Switzerland	CIF
5090	24729/07			FOB
7644	97205/12	Les Laboratoires Medis SA	Tunisia	CIF
11707	30724/1	Pfizer Europe MA EEIG	Belgium	CIF
7348	167540/10			FOB
2156	405421/00	Sanofi Aventis Deutschland GmbH	Germany	CIF
10499	165919/1	Delorbis Pharmaceuticals Ltd	Cyprus	CIF
2157	405419/00	Sanofi Aventis Deutschland GmbH	Germany	CIF
10500	166019/1	Delorbis Pharmaceuticals Ltd	Cyprus	CIF
5116	23727/06	Novartis Pharma AG	Switzerland	CIF
5117	23728/06	Novartis Pharma AG	Switzerland	CIF
10731	98820/1	Biogen Netherlands BV	The Netherlands	CIF
6306	166601/11	Novartis Pharma AG	Switzerland	CIF
11319	53723/1	Zentiva Pharma UK Limited	UK	CIF
10373	25020/1	Pharmascience Inc	Canada	FOB
9783	113716/1			FOB
11532	119623/1			FOB
11893	51123/1	Pfizer Europe MA EEIG	Belgium	CIF
11482	154021/1	Hikma Pharmaceuticals	Jordan	CIF
8892	178716/1	Pfizer Inc	USA	CIF
11483	154121/1	Hikma Pharmaceuticals	Jordan	CIF
7849	186999/14	Sanofi Aventis Groupe	France	CIF
11044	167018/1			FOB
11431	53123/1			FOB
10541	46520/1	Amgen Europe BV	The Netherlands	CIF
11378	153821/1	Hikma Pharmaceuticals	Jordan	CIF
10540	99320/1	Amgen Europe BV	The Netherlands	CIF
11379	153921/1	Hikma Pharmaceuticals	Jordan	CIF
8398	122615/1	Takeda Pharma AS	Denmark	CIF
10627	56321/1	Takeda Pharma AS	Denmark	CIF
10628	56221/1	Takeda Pharma AS	Denmark	CIF
9549	35218/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
9407	111617/1	Eli Lilly Nederland BV	The Netherlands	CIF
9408	111717/1	Eli Lilly Nederland BV	The Netherlands	CIF
10629	114620/1	Novartis Europharm Limited	Ireland	CIF
10630	114420/1	Novartis Europharm Limited	Ireland	CIF
10631	114520/1	Novartis Europharm Limited	Ireland	CIF
10374	45520/1	Abbvie Deutschland GmbH & Co KG	Germany	CIF
10677	153320/1	Novartis Pharma AG	Switzerland	CIF
10377	138419/1	Aryogen Pharmed	Iran	CIF
10398	165119/1	Pfizer Europe MA EEIG	Belgium	CIF
10399	117119/1	Pfizer Europe MA EEIG	Belgium	CIF
9755	53119/1	Sandoz GmbH, Kundl	Austria	CIF
9756	53019/1	Sandoz GmbH, Kundl	Austria	CIF
10410	138519/1	Aryogen Pharmed	Iran	CIF
10397	165319/1	Pfizer Europe MA EEIG	Belgium	CIF
9757	53219/1	Sandoz GmbH, Kundl	Austria	CIF
11598	106723/1	Reliance Life Sciences pvt Ltd	India	CIF
11599	106623/1	Reliance Life Sciences pvt Ltd	India	CIF
10266	48720/1	Pfizer Japan Inc.	Japan	CIF
4028	23638/06	Janssen Biologics BV	The Netherlands	CIF
9859	66716/1	Hikma Pharmaceuticals	Jordan	CIF
11284	24622/1	Hikma Pharmaceuticals	Jordan	CIF
11288	24522/1	Hikma Pharmaceuticals	Jordan	CIF
11289	24422/1	Hikma Pharmaceuticals	Jordan	CIF
11285	24722/1	Hikma Pharmaceuticals	Jordan	CIF
11286	24322/1	Hikma Pharmaceuticals	Jordan	CIF
11287	24222/1	Hikma Pharmaceuticals	Jordan	CIF
11325	147822/1	Pfizer Europe MA EEIG	Belgium	CIF
11326	147922/1	Pfizer Europe MA EEIG	Belgium	CIF
11585	106523/1	Reliance Life Sciences pvt Ltd	India	CIF
10085	125519/1	Cinnagen Co 	Iran	CIF
9597	135418/1	Abbvie Deutschland GmbH & Co KG	Germany	CIF
9748	41219/1	Sandoz GmbH, Kundl	Austria	CIF
9749	41119/1	Sandoz GmbH, Kundl	Austria	CIF
10282	23320/1	Janssen Biologics BV	The Netherlands	FOB
10281	23220/1	Janssen Biologics BV	The Netherlands	FOB
7533	185973/13	Novartis Pharma AG	Switzerland	CIF
7323	167465/10	Janssen Cilag  International NV	Belgium	CIF
8788	114116/1	Janssen Cilag  International NV	Belgium	CIF
9150	59017/1	Janssen Cilag  International NV	Belgium	CIF
5900	218156/09	F. Hoffmann La Roche Ltd	Switzerland	CIF
8202	42115/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
5901	218157/09	F. Hoffmann La Roche Ltd	Switzerland	FOB
5902	218158/09	F. Hoffmann La Roche Ltd	Switzerland	FOB
8441	133815/1	Novartis Pharma AG	Switzerland	CIF
8944	178816/1	Eli Lilly & Co	USA	CIF
9550	41718/1	Janssen Cilag  International NV	Belgium	CIF
10625	83120/1	Janssen Cilag  International NV	Belgium	CIF
10195	143719/1	Abbvie Deutschland GmbH & Co KG	Germany	CIF
11112	103421/1	Abbvie Deutschland GmbH & Co KG	Germany	CIF
845	26396	Novartis Pharma AG	Switzerland	CIF
868	27956	Novartis Pharma AG	Switzerland	CIF
867	27955	Novartis Pharma AG	Switzerland	CIF
869	27957	Novartis Pharma AG	Switzerland	CIF
870	27958	Novartis Pharma AG	Switzerland	CIF
8194	69715/1	Hikma Pharmaceuticals	Jordan	CIF
9806	152818/1	Hikma Pharmaceuticals	Jordan	CIF
7118	218708/10			FOB
8195	69815/1	Hikma Pharmaceuticals	Jordan	CIF
9807	152718/1	Hikma Pharmaceuticals	Jordan	CIF
7119	218709/10			FOB
8196	69615/1	Hikma Pharmaceuticals	Jordan	CIF
9805	152918/1	Hikma Pharmaceuticals	Jordan	CIF
7117	218707/10			FOB
7641	186523/13	Hikma Pharmaceuticals	Jordan	CIF
7640	186522/13	Hikma Pharmaceuticals	Jordan	CIF
7642	186524/13	Hikma Pharmaceuticals	Jordan	CIF
7639	186521/13	Hikma Pharmaceuticals	Jordan	CIF
7506	186167/13	Aspen Pharma Trading Limited	Ireland	CIF
11588	92622/1	Bristol-Myers Squibb Pharma EEIG	Ireland	CIF
7404	186067/13	Celgen Europe Limited	UK	CIF
5596	221983/09	Ebewe Pharma GesmbH.NFG.KG	Austria	CIF
8063	140014/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
5599	218030/09	Ebewe Pharma GesmbH.NFG.KG	Austria	CIF
8064	140114/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
8065	140214/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
8066	140314/1	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	CIF
6055	218105/09	Celgene International SARL	Switzerland	CIF
11052	155322/1	Neapolis Pharma	Tunisia	CIF
10997	117921/1	Ohre Pharma	France	FOB
11261	177420/1			FOB
10182	156619/1	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	CIF
6056	218106/09	Celgene International SARL	Switzerland	CIF
11555	23823/1	Eugia Pharma Specialities Limited	India	CIF
11053	155422/1	Neapolis Pharma	Tunisia	CIF
10999	118021/1	Ohre Pharma	France	FOB
11262	177220/1			FOB
10183	156719/1	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	CIF
10725	12819/1			FOB
6057	218107/09	Celgene International SARL	Switzerland	CIF
11556	23923/1	Eugia Pharma Specialities Limited	India	CIF
11054	155522/1	Neapolis Pharma	Tunisia	CIF
10998	118121/1	Ohre Pharma	France	FOB
10185	156819/1	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	CIF
10726	12919/1			FOB
6058	218108/09	Celgene International SARL	Switzerland	CIF
11557	24023/1	Eugia Pharma Specialities Limited	India	CIF
11055	155622/1	Neapolis Pharma	Tunisia	CIF
11000	118221/1	Ohre Pharma	France	FOB
11260	177120/1			FOB
10184	156919/1	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	CIF
10727	13019/1			FOB
11033	50122/1	MSN Laboratories Private Limited	India	CIF
11547	146421/1	Bristol-Myers Squibb Pharma EEIG	Ireland	CIF
11549	146721/1	Bristol-Myers Squibb Pharma EEIG	Ireland	CIF
10730	90420/1	Biogen Netherlands BV	The Netherlands	CIF
11377	79019/1	Hikma Pharmaceuticals	Jordan	CIF
10729	90520/1	Biogen Netherlands BV	The Netherlands	CIF
11375	79119/1	Hikma Pharmaceuticals	Jordan	CIF
11181	45521/1			FOB
4602	20040			FOB
4306	25489			FOB
4603	22583			FOB
57	78801	GL Pharma GmbH	Austria	CIF
1822	28589			CIF
4595	19266			FOB
11183	130722/1			FOB
1278	27796			CIF
7664	185966/13	Acino Pharma AG	Switzerland	CIF
9479	183017/1			FOB
6320	195461/04			CIF
11648	138423/1	Novartis Pharma AG	Switzerland	CIF
11649	138523/1	Novartis Pharma AG	Switzerland	CIF
5109	194036			CIF
796	974475/00			CIF
1823	78834			CIF
4402	208367/97			FOB
1277	27795			CIF
7595	186153/13	Acino Pharma AG	Switzerland	CIF
530	973727/02	GL Pharma GmbH	Austria	CIF
10846	100321/1			FOB
11884	112822/1	Denk Pharma GmbH & Co, KG	Germany	CIF
8707	127715/1	Medochemie Ltd	Cyprus	CIF
1402	405684/00			CIF
9288	2817/1			FOB
11883	113422/1	Denk Pharma GmbH & Co, KG	Germany	CIF
9889	20019/1			FOB
11474	77723/1			FOB
7594	186152/13	Acino Pharma AG	Switzerland	CIF
11476	FE52523/1			FOB
8610	36015/1	Hikma Pharmaceuticals	Jordan	CIF
7665	186792/14	Acino Pharma AG	Switzerland	CIF
3993	195324/04	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
10423	63620/1			FOB
1812	974207/01			CIF
767	208383/97			CIF
11647	138623	Novartis Pharma AG	Switzerland	CIF
10091	93814/1			FOB
5180	222369/08			CIF
1497	974019/02	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
3486	148177/03			CIF
1735	973337/01			CIF
2107	208370/02	Pharminicio SL	Spain	CIF
10260	110518/1	Aburaihan Pharmaceutical Company	Iran	CIF
1736	973336/01			CIF
482	27943/95	Almirall SA	Spain	CIF
9263	83217/1	Arafarma Group SA	Spain	CIF
9436	158717/1			CIF
5325	221192/08	Laboratorios Casasco S.A.I.C.	Argentine	CIF
9416	17916/1	Laboratorios Casasco S.A.I.C.	Argentine	CIF
9354	215/1	Laboratorios Casasco S.A.I.C.	Argentine	CIF
5216	222260/08	Laboratorios Casasco S.A.I.C.	Argentine	CIF
10859	177118/1	Laboratorios Bago SA	Argentine	CIF
11216	67722/1	Laboratorios Bago SA	Argentine	CIF
7624	187462/13	Denver Farma SA	Argentine	CIF
7659	186640/13	Laboratorios Casasco S.A.I.C.	Argentine	CIF
4458	38/95			FOB
11206	47819/1	Arab Company for Pharmaceuticals and Medicinal Plants (Mepaco-Medifood)	Egypt	CIF
8726	45416/1	Bruschettini SRL	Italy	CIF
1177	135268			CIF
7535	187084/13	Laboratorios Rubio SA.	Spain	CIF
9544	161915/1	Global Napi Pharmaceuticals	Egypt	CIF
7706	185830/13	Medical Union Pharmaceuticals (MUP)	Egypt	CIF
5734	219572/09			FOB
11829	20224/1	Normon SA	Spain	CIF
3435	261464/97			CIF
5914	221748/08	Zambon SpA	Italy	CIF
10892	77021/1	GlaxoSmithKline Consumer Healthcare ULC	Canada	CIF
10891	97321/1	GlaxoSmithKline Consumer Healthcare ULC	Canada	CIF
10294	36320/1			FOB
7328	185998/13	Abbott Laboratories Ltd	UK	CIF
10889	77121/1	GlaxoSmithKline Consumer Healthcare ULC	Canada	CIF
10295	42420/1			FOB
4597	22323			FOB
11697	142422/1			FOB
4456	974248/01			FOB
3433	261383/97			CIF
5735	219579/09			FOB
3747	261382/97			CIF
6310	23640/06			CIF
11487	124722/1	B. Braun Melsungen AG	Germany	CIF
11661	42323/1			FOB
9915	159015/1	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain	CIF
10914	153620/1	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain	CIF
9523	48818/1	Pfizer Consumer Healthcare a division of Pfizer Canada ULC	Canada	CIF
11450	133721/1			FOB
11486	124622/1	B. Braun Melsungen AG	Germany	CIF
11488	124722/1	B. Braun Melsungen AG	Germany	CIF
7919	98214/1	Stada Arzneimittel AG	Germany	CIF
1137	208273/96	Hikma Pharmaceuticals	Jordan	CIF
7920	100714/1	Stada Arzneimittel AG	Germany	CIF
9823	158918/1	Arrow Génériques	France	CIF
10193	15319/1	Aburaihan Pharmaceutical Company	Iran	CIF
6252	166603/11	Sanofi Aventis	France	CIF
3086	27794	Sanofi Aventis	France	CIF
11409	56418/1	Humble Healthcare Limited	India	CIF
6248	167844/11	Sanofi Aventis	France	CIF
2581	23524/77	Sanofi Aventis	France	CIF
9216	54517/1	Maco Pharma	France	CIF
10073	179219/1	Aesculapius Farmaceutici SRL	Italy	CIF
11298	167220/1	Aesculapius Farmaceutici SRL	Italy	CIF
