MoPHCode	RegistrationNumber	DrugName	Presentation	Agent	Manufacturer	Country	Public Price LL	Pharmacist Margin	Stratum	public price Decision 119/1 20230126	Responsible Party Name	Responsible Party Country	Exch_Dates
11704	75722/1	JADENU	30	Khalil Fattal & Fils S.A.L.	Sandoz S.R.L.	Romania	57,966,993	10.71	E1	647.68	Novartis Pharma AG	Switzerland	2/4/2025
11705	75622/1	JADENU	30	Khalil Fattal & Fils S.A.L.	Sandoz S.R.L.	Romania	34,062,918	19.35	D	380.59	Novartis Pharma AG	Switzerland	2/4/2025
11837	34623/1	JAKAVI	56	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	151,692,069	2.44	E2	1,694.88	Novartis Europharm Limited	Ireland	2/4/2025
11838	34423/1	JAKAVI	56	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	299,333,838	2.44	E2	3,344.51	Novartis Europharm Limited	Ireland	2/4/2025
11839	34523/1	JAKAVI	56	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	299,333,838	2.44	E2	3,344.51	Novartis Europharm Limited	Ireland	2/4/2025
11680	6123/1	JAMP ONDANSETRON	50ml	Bellapharma S.A.R.L.	Kleva Pharmaceuticals S.A.	Greece	2,687,685	23.08	B	30.03	Jamp Pharma Corporation	Canada	2/4/2025
11679	151222/1	JAMP-CYCLOBENZAPRINE	100	Bellapharma S.A.R.L.	Fourrts Laboratories Private Limited (Plant II)	India	4,031,528	23.08	B	45.05	Jamp Pharma Corporation	Canada	2/4/2025
5770	219590/09	JANUMET	56	Droguerie de l'Union	Patheon Puerto Rico Inc, Manati	Puerto Rico	3,093,525	23.08	B	34.56	Merck Sharp & Dohme Corp	USA	2/4/2025
5771	219591/09	JANUMET	56	Droguerie de l'Union	Patheon Puerto Rico Inc, Manati	Puerto Rico	3,237,317	23.08	B	36.17	Merck Sharp & Dohme Corp	USA	2/4/2025
11236	54622/1	JANUMET	56	Droguerie de l'Union	MSD International GmbH (Singapore Branch)	Singapore	3,237,317	23.08	B	36.17	Merck Sharp & Dohme LLC	USA	2/4/2025
11237	54522/1	JANUMET	56	Droguerie de l'Union	MSD International GmbH (Singapore Branch)	Singapore	3,093,525	23.08	B	34.56	Merck Sharp & Dohme LLC	USA	2/4/2025
7991	126314/1	JANUMET XR	56	Droguerie de l'Union	MSD International GmbH (Puerto Rico Branch) LLC	Puerto Rico	4,777,360	23.08	B	53.38	Merck Sharp & Dohme LLC	USA	2/4/2025
7992	126414/1	JANUMET XR	56	Droguerie de l'Union	MSD International GmbH (Puerto Rico Branch) LLC	Puerto Rico	4,777,360	23.08	B	53.38	Merck Sharp & Dohme LLC	USA	2/4/2025
7993	126514/1	JANUMET XR	28	Droguerie de l'Union	MSD International GmbH (Puerto Rico Branch) LLC	Puerto Rico	4,777,360	23.08	B	53.38	Merck Sharp & Dohme LLC	USA	2/4/2025
7871	44014/1	JANUVIA	28	Droguerie de l'Union	Organon Pharma (UK) Limited	UK	1,884,067	23.08	B	21.05	MSD Ltd	UK	2/4/2025
8203	55515/1	JARDIANCE	30	Mersaco	Rottendorf Pharma GmbH	Germany	3,081,700	23.08	B	34.43	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
8204	55415/1	JARDIANCE	30	Mersaco	Rottendorf Pharma GmbH	Germany	3,081,700	23.08	B	34.43	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
10624	100020/1	JECTIN-12	5Ampoules	Droguerie Mercury S.A.L.	Hikma Italia SpA	Italy	567,102	23.08	A1	6.34	Hikma Pharmaceuticals	Jordan	2/4/2025
11881	57923/1	JEDARA	12Sachets	Medway Healthcare SARL Single Partner	Jerash Pharmaceuticals Ltd. Co	Jordan	3,850,109	23.08	B	43.02	Jerash Pharmaceuticals Ltd. Co	Jordan	2/4/2025
11047	136021/1	JENTADUETO	60	Mersaco	Dragenopharm Apotheker Puschl GmbH	Germany	3,542,369	23.08	B	39.58	Boehringer Ingelheim (Canada) Ltd LTEE	Canada	2/4/2025
11048	136121/1	JENTADUETO	60	Mersaco	Dragenopharm Apotheker Puschl GmbH	Germany	3,542,369	23.08	B	39.58	Boehringer Ingelheim (Canada) Ltd LTEE	Canada	2/4/2025
11865	14724/1	JEVTANA INJECTION	1+1, 1vial of Jevtana  + 1vial of diluent	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	75,619,931	10.71	E1	844.92	Sanofi Winthrop Industrie	France	2/4/2025
8701	66016/1	JEVTANA INJECTION	1vial of Jevtana  + 1vial of diluent	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	75,619,931	10.71	E1	844.92	Sanofi Aventis Groupe	France	2/4/2025
5180	222369/08	JOFLAM	30	Atrissi SARL	Jordan River Pharmaceutical Industries LLC	Jordan	322,522	23.08	A1	3.60			2/4/2025
9860	131116/1	JOS-PAN	100ml	Qualipharm	Jerash Pharmaceuticals	Jordan	306,396	23.08	A1	3.42	Jerash Pharmaceuticals	Jordan	2/4/2025
9649	68316/1	JOSWE ARIPAL 10	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2,210,621	23.08	B	24.70	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
9650	68416/1	JOSWE ARIPAL 15	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2,413,541	23.08	B	26.97	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
9651	68516/1	JOSWE ARIPAL 30	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	4,687,323	23.08	B	52.37	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
9648	68216/1	JOSWE ARIPAL 5	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	1,389,533	23.08	A2	15.53	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7525	186173/13	JOSWE ATORVAST 10	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	849,308	23.08	A2	9.49	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7177	166831/11	JOSWE ATORVAST 20	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	956,816	23.08	A2	10.69	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7526	186174/13	JOSWE ATORVAST 40	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	1,327,716	23.08	A2	14.83	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7195	96695/12	JOSWE AVOXIN 500	7	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	786,148	23.08	A2	8.78	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7196	96694/12	JOSWE AVOXIN 750	7	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	1,550,794	23.08	B	17.33	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
10480	13017/1	JOSWE COXIT 120	10	Eva Pharm Plus	Joswe Medical	Jordan	517,379	23.08	A1	5.78	Joswe Medical	Jordan	2/4/2025
8034	186111/13	JOSWE DUBARA 10/10	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2,655,433	23.08	B	29.67	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8035	186110/13	JOSWE DUBARA 5/10	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2,370,538	23.08	B	26.49	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7246	97801/11	JOSWE FLAMEX 200	10	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	225,766	23.08	A1	2.52	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8463	113715/1	JOSWE FLAMEX 200	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	636,981	23.08	A1	7.12	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
7176	97681/11	JOSWE FLAMEX 400	10	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	588,603	23.08	A1	6.58	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8464	113615/1	JOSWE FLAMEX 400	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	1,659,645	23.08	B	18.54	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
5927	222483/08	JOSWE GLEMAX 2	30	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	326,554	23.08	A1	3.65			2/4/2025
5929	221855/08	JOSWE GLEMAX 3	30	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	506,629	23.08	A1	5.66			2/4/2025
5930	221854/08	JOSWE GLEMAX 4	30	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	593,978	23.08	A1	6.64			2/4/2025
6437	167498/10	JOSWE GLEMAX 6	30	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	663,858	23.08	A1	7.42	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
6669	219726/09	JOSWE LANZOTEC 15	15	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	270,112	23.08	A1	3.02	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
6668	219725/09	JOSWE LANZOTEC 30	15	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	271,456	23.08	A1	3.03	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8644	140815/1	JOSWE LANZOTEC 30	30	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	514,692	23.08	A1	5.75	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8384	104914/1	JOSWE QUZAL 200	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	1,130,172	23.08	A2	12.63	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8385	105014/1	JOSWE QUZAL 200	60	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2,147,460	23.08	B	23.99	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8382	104314/1	JOSWE QUZAL 25	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	258,018	23.08	A1	2.88	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8383	104414/1	JOSWE QUZAL 25	60	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	490,503	23.08	A1	5.48	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8386	105314/1	JOSWE QUZAL 400	30	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2,697,092	23.08	B	30.14	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
8387	105414/1	JOSWE QUZAL 400	60	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	5,124,071	23.08	B	57.25	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	2/4/2025
5093	23714/06	JULMENTIN 2X	15	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	401,809	23.08	A1	4.49			2/4/2025
5094	23715/06	JULMENTIN 2X	70ml	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	278,175	23.08	A1	3.11			2/4/2025
7025	96599/12	JULMENTIN ES	100ml	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	507,972	23.08	A1	5.68	Julphar	United Arab Emirates	2/4/2025
1478	974455/00	JULMENTIN FORTE	20	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	245,923	23.08	A1	2.75			2/4/2025
5061	24121/06	JUSLINE	1vial	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	401,809	23.08	A1	4.49			2/4/2025
5057	24122/06	JUSLINE N	1vial	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	401,809	23.08	A1	4.49			2/4/2025
5060	24123/06	JUSLINE R	1vial	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	401,809	23.08	A1	4.49			2/4/2025
7753	62914/1	KADCYLA	1Vial	Omnipharma	F. Hoffmann La Roche Ltd, Kaiseraugst	Switzerland	135,545,977	2.44	E2	1,514.48	F. Hoffmann La Roche Ltd	Switzerland	2/4/2025
7754	63014/1	KADCYLA	1Vial	Omnipharma	F. Hoffmann La Roche Ltd, Kaiseraugst	Switzerland	216,872,714	2.44	E2	2,423.16	F. Hoffmann La Roche Ltd	Switzerland	2/4/2025
8067	186254/13	KALUVIA	60	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon	7,632,790	21.26	C	85.28			2/4/2025
10044	140319/1	KANJINTI	1Vial	Mersaco	Amgen Europe BV	The Netherlands	79,305,881	2.44	E2	886.10	Amgen Europe BV	The Netherlands	2/4/2025
7670	187070/13	KARBOTEEN	1Vial	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany	2,666,184	23.08	B	29.79	Hikma Pharmaceuticals	Jordan	2/4/2025
6602	166824/11	KEFLEX	60ml	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon	477,384	23.08	A1	5.33			2/4/2025
6603	166825/11	KEFLEX	12	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon	659,123	23.08	A1	7.36			2/4/2025
9634	179316/1	KEPAM MS	10Vials x 5ml	Bellapharma S.A.R.L.	MS Pharma	Jordan	9,170,015	21.26	C	102.46	MS Pharma	Jordan	2/4/2025
8561	26616/1	KEPCITAM	100	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia	2,933,608	23.08	B	32.78	Sandoz GmbH	Austria	2/4/2025
8562	26716/1	KEPCITAM	100	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia	5,345,805	23.08	B	59.73	Sandoz GmbH	Austria	2/4/2025
10535	9320/1	KEPPRA	100	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	2,989,214	23.08	B	33.40			2/4/2025
10536	9420/1	KEPPRA	100	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	5,975,272	23.08	B	66.76			2/4/2025
10537	9520/1	KEPPRA	100	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	11,255,425	21.26	C	125.76			2/4/2025
11045	78521/1	KERLONE	28	Mersaco	Sanofi Winthrop Industrie	France	575,165	23.08	A1	6.43	Cheplapharm Arzneimittel GmbH	Germany	2/4/2025
10677	153320/1	KESIMPTA	1Prefilled pen	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	96,542,598	2.44	E2	1,078.69	Novartis Pharma AG	Switzerland	2/4/2025
8641	47116/1	KETAMINE PANPHARMA	5Ampoules x 5ml	Minapharm Halabi	Panpharma GmbH	Germany	1,534,668	23.08	B	17.15	Panpharma	France	2/4/2025
6768	97031/12	KETESSE	5 Ampoules	Sadco	A. Menarini Manufacturing Logistics and Services SRL	Italy	435,405	23.08	A1	4.86	Menarini International Operations Luxembourg SA	Luxembourg	2/4/2025
8508	2716/1	KETESSE	20	Sadco	A. Menarini Manufacturing Logistics and Services SRL	Italy	399,121	23.08	A1	4.46	Menarini International Operations Luxembourg SA	Luxembourg	2/4/2025
11354	63022/1	KETESSE	5 Ampoules	Sadco	A. Menarini Manufacturing Logistics and Services SRL	Italy	435,405	23.08	A1	4.86	Laboratorios Menarini SA	Spain	2/4/2025
10260	110518/1	KETO-AVI	5Ampoules of 1ml	Ibn Sina Pharm SARL	Aburaihan Pharmaceutical Company	Iran	106,164	23.08	A1	1.19	Aburaihan Pharmaceutical Company	Iran	2/4/2025
9496	19818/1	KETOCONAZOLE KORHISPANA	100ml	Qualipharm	Laboratoris Feltor S.A.	Spain	599,354	23.08	A1	6.70	Korhispana SL	Spain	2/4/2025
1735	973337/01	KETOLAC	20	C. Catafago & Co	Amriya Pharmaceutical Industries Co	Egypt	106,164	23.08	A1	1.19			2/4/2025
1736	973336/01	KETOLAC	5	C. Catafago & Co	Amriya Pharmaceutical Industries Co	Egypt	106,164	23.08	A1	1.19			2/4/2025
9216	54517/1	KETOPROFENE MACOPHARMA	1bag	Drugstore 3U S.A.R.L.	Maco Productions	France	329,241	23.08	A1	3.68	Maco Pharma	France	2/4/2025
6192	218554/10	KETOSTERIL	100	Benta Trading Co s.a.l.	Labesfal Laboratorios Almiro SA	Portugal	3,950,897	23.08	B	44.14	Fresenius Kabi Deutschland GmbH	Germany	2/4/2025
9215	38917/1	KETREL	30g	Pharmamedic S.A.R.L.	Laboratoires Chemineau	France	397,777	23.08	A1	4.44	Laboratoires Bailleul	France	2/4/2025
8239	68815/1	KEYTRUDA	1Vial	Droguerie de l'Union	MSD Ireland (Carlow)	Ireland	241,744,958	2.44	E2	2,701.06	Merck Sharp & Dohme Corp	USA	2/4/2025
11428	17323/1	KIDOL-OR	Glass bottle 100ml	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	314,843	23.08	A1	3.52	Alfa Laboratoires S.A.L.	Lebanon	2/4/2025
6473	96372/11	KINODROX	5	Droguerie de l'Union	Algorithm S.A.L. under licence from Nippon Shinyaku Co Ltd Japan	Lebanon	1,407,835	23.08	A2	15.73			2/4/2025
6631	96213/11	KIOVIG	1 Vial x 50ml	Abela Frères S.A.L.	Baxalta Belgium Manufacturing SA	Belgium	28,561,957	19.35	D	319.13	Takeda Manufacturing Austria AG	Austria	2/4/2025
6632	96214/11	KIOVIG	1 Vial x 100ml	Abela Frères S.A.L.	Baxalta Belgium Manufacturing SA	Belgium	51,444,782	10.71	E1	574.80	Takeda Manufacturing Austria AG	Austria	2/4/2025
9993	20719/1	KISQALI	63	Khalil Fattal & Fils S.A.L.	Novartis Singapore Pharmaceutical Manufacturing PTE Ltd	Singapore	211,296,306	2.44	E2	2,360.85	Novartis Pharma AG	Switzerland	2/4/2025
9578	46417/1	KLACID	1 Vial	Mersaco	Delpharm Saint Remy	France	1,428,505	23.08	A2	15.96	Abbott Laboratories Ltd	UK	2/4/2025
9579	46017/1	KLACID	14	Mersaco	Abbvie SRL	Italy	1,329,060	23.08	A2	14.85	Abbott Laboratories Ltd	UK	2/4/2025
9581	46217/1	KLACID	60ml	Mersaco	Abbvie SRL	Italy	575,165	23.08	A1	6.43	Abbott Laboratories Ltd	UK	2/4/2025
9582	46317/1	KLACID	100ml	Mersaco	Abbvie SRL	Italy	1,698,617	23.08	B	18.98	Abbott Laboratories Ltd	UK	2/4/2025
9580	46117/1	KLACID RM	7	Mersaco	Abbvie SRL	Italy	1,173,175	23.08	A2	13.11	Abbott Laboratories Ltd	UK	2/4/2025
793	973492/02	KLAVOX	14	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia	338,648	23.08	A1	3.78			2/4/2025
806	208728/03	KLAVOX	70ml	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia	278,175	23.08	A1	3.11			2/4/2025
5331	194489/05	KLERIMED	14	New Allpharma	Medochemie Ltd	Cyprus	686,704	23.08	A1	7.67			2/4/2025
10641	FE100320/1	KLOTEGO	60	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), S.C. Labormed-Pharma SA, Romania (Bulk mamufacturer)	Lebanon	2,598,096	23.08	B	29.03	Algorithm S.A.L.	Lebanon	2/4/2025
10642	FE100420/1	KLOTEGO	60	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), S.C. Labormed-Pharma SA, Romania (Bulk mamufacturer)	Lebanon	2,598,096	23.08	B	29.03	Algorithm S.A.L.	Lebanon	2/4/2025
10783	822/1	KLOTEGO	60	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	2,598,096	23.08	B	29.03	Algorithm S.A.L.	Lebanon	2/4/2025
10784	922/1	KLOTEGO	60	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	2,598,096	23.08	B	29.03	Algorithm S.A.L.	Lebanon	2/4/2025
8993	31117/1	KOMBIGLYZE XR	60	Omnipharma	AstraZeneca Pharmaceuticals LP	USA	4,059,748	23.08	B	45.36	AstraZeneca AB	Sweden	2/4/2025
8994	31217/1	KOMBIGLYZE XR	30	Omnipharma	AstraZeneca Pharmaceuticals LP	USA	3,979,118	23.08	B	44.46	AstraZeneca AB	Sweden	2/4/2025
9851	171218/1	KONAKION MM PEDIATRIC	5	Omnipharma	Cenexi SAS	France	442,124	23.08	A1	4.94	Cheplapharm Arzneimittel GmbH	Germany	2/4/2025
7897	114114/1	KONEX	60ml	Levant Alie Houses S.A.L.	Laboratorios Serra Pamies SA	Spain	385,683	23.08	A1	4.31	Laboratorios Serra Pamies SA	Spain	2/4/2025
9494	119216/1	KRATIUM	10Ampoules of 2ml	New Allpharma	Medochemie Ltd	Cyprus	537,537	23.08	A1	6.01	Medochemie Ltd	Cyprus	2/4/2025
8499	150015/1	KYPROLIS	1Vial	Mersaco	Amgen Technology (Ireland) Unlimited Company (ADL)	Ireland	96,642,005	2.44	E2	1,079.80	Onyx Pharmaceuticals Inc	USA	2/4/2025
9546	63418/1	KYTRIL	10	Omnipharma	Delpharm Milano SRL	Italy	2,765,628	23.08	B	30.90	Atnahs Pharma UK Limited	UK	2/4/2025
9852	188818/1	KYTRIL	5	Omnipharma	Cenexi SAS	France	3,711,693	23.08	B	41.47	Atnahs Pharma UK Limited	UK	2/4/2025
7612	187335/13	LABDIC RELIEF 	50g	Ecopharm	Laborate Pharmaceuticals India Ltd	India	263,393	23.08	A1	2.94	Laborate Pharmaceuticals India Ltd	India	2/4/2025
9901	6319/1	LABETALOL HYDROCHLORIDE INJECTION	Box of 1Vial x 20ml	Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada	2,955,110	23.08	B	33.02	Omega Laboratories Ltd	Canada	2/4/2025
7257	96665/12	LABIXTEN	20	Pharmamedic S.A.R.L.	Faes Farma SA	Spain	584,571	23.08	A1	6.53	Faes Farma SA	Spain	2/4/2025
9940	177518/1	LABIXTEN	120ml	Pharmamedic S.A.R.L.	Faes Farma SA	Spain	463,626	23.08	A1	5.18	Faes Farma SA	Spain	2/4/2025
5329	194127/05	LACINE 50	30	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	671,921	23.08	A1	7.51			2/4/2025
10847	156019/1	LACOSAMIDE/GENEPHARM	14	Nobel Pharm Plus SARL	Genepharm SA	Greece	614,136	23.08	A1	6.86	Genepharm SA	Greece	2/4/2025
10848	156219/1	LACOSAMIDE/GENEPHARM	56	Nobel Pharm Plus SARL	Genepharm SA	Greece	8,284,105	21.26	C	92.56	Genepharm SA	Greece	2/4/2025
10849	156119/1	LACOSAMIDE/GENEPHARM	56	Nobel Pharm Plus SARL	Genepharm SA	Greece	3,156,820	23.08	B	35.27	Genepharm SA	Greece	2/4/2025
4166	2704/94	LACTATED RINGER'S	250ml	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	147,095	16.67		1.64			2/4/2025
4167	2704/94	LACTATED RINGER'S	500ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	218,681	16.67		2.44			2/4/2025
4169	2704/94	LACTATED RINGER'S	1000ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	234,862	16.67		2.62			2/4/2025
9376	137517/1	LACTATED RINGER'S	1000ml Non PVC bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	268,908	16.67		3.00			2/4/2025
9377	145817/1	LACTATED RINGER'S	500ml Non PVC bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	239,275	16.67		2.67			2/4/2025
4774	2096/94	LACTATED RINGER'S INJECTION, USP	1000ml	Serum Products	Serum Products	Lebanon	232,134	16.67		2.59			2/4/2025
4775	2096/94	LACTATED RINGER'S INJECTION, USP	500ml	Serum Products	Serum Products	Lebanon	216,046	16.67		2.41			2/4/2025
4776	2096/94	LACTATED RINGER'S INJECTION, USP 	250ml	Serum Products	Serum Products	Lebanon	158,587	16.67		1.77			2/4/2025
8991	159516/1	LADININ	10	Bellapharma S.A.R.L.	Pharmadex under license from Pharmathen SA, Greece	Lebanon	541,863	23.08	A1	6.05			2/4/2025
9397	131017/1	LADININ	100ml	Bellapharma S.A.R.L.	Manufactured by Pharmathen SA, Greece Packed by Pharmadex S.A.L, under license from Pharmathen SA, Greece	Lebanon	812,795	23.08	A2	9.08			2/4/2025
5942	218571/10	LAMICTAL	30	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	2,528,364	23.08	B	28.25			2/4/2025
6527	167701/10	LAMICTAL	30	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	1,003,770	23.08	A2	11.22			2/4/2025
6528	166512/11	LAMICTAL	30	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	1,617,711	23.08	B	18.07			2/4/2025
6526	167702/10	LAMICTAL LIQUI-TABS	30	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	333,012	23.08	A1	3.72			2/4/2025
7155	194031/05	LAMIFEN	7	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	245,923	23.08	A1	2.75	Jamjoum Pharmaceuticals	Saudi Arabia	2/4/2025
7156	194030/05	LAMIFEN	15g	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	321,178	23.08	A1	3.59	Jamjoum Pharmaceuticals	Saudi Arabia	2/4/2025
4714	194149/05	LAMINOX	15g	Pharmaline S.A.L.	Pharmaline Licensed by Tripharma, Turkey	Lebanon	453,067	23.08	A1	5.06			2/4/2025
4715	194150/05	LAMINOX	14	Pharmaline S.A.L.	Pharmaline Licensed by Tripharma, Turkey	Lebanon	725,675	23.08	A2	8.11			2/4/2025
856	27739	LAMISIL	14	Khalil Fattal & Fils S.A.L.	Novartis Pharma Produktions GmbH, Wehr	Germany	813,025	23.08	A2	9.08	Novartis Pharma AG	Switzerland	2/4/2025
10122	117019/1	LAMISIL	15g	Sadco	GSK Consumer Healthcare SARL	Switzerland	616,824	23.08	A1	6.89	GSK Consumer Healthcare Schweiz AG 	Switzerland	2/4/2025
10202	121319/1	LAMISIL	15ml	Sadco	Delpharm Huningue SAS 	France	506,629	23.08	A1	5.66	GSK Consumer Healthcare Schweiz AG 	Switzerland	2/4/2025
